Orthogroup	F_distichus_pep_CA	F_serratus_pep_CA	PUBLIC_Ectocarpus-sp7_proteins
OG0000034	dis_TRINITY_DN9385_c1_g4.p1	ser_TRINITY_DN11515_c0_g1.p1, ser_TRINITY_DN1664_c0_g1.p1	Ec-05_002110.1, Ec-05_002120.1, Ec-05_002140.1, Ec-05_002160.1, Ec-05_002170.1, Ec-05_002480.1, Ec-05_002490.1, Ec-07_000040.1, Ec-07_000040.2, Ec-09_001040.1, Ec-09_001120.2, Ec-09_001960.1, Ec-09_002000.1, Ec-09_002070.1, Ec-16_002610.1, Ec-17_000750.1, Ec-23_003220.1
OG0000035		ser_TRINITY_DN11600_c0_g2.p1	Ec-02_004850.1, Ec-02_004850.2, Ec-02_004850.3, Ec-03_004270.1, Ec-03_004310.1, Ec-04_004340.1, Ec-04_004460.1, Ec-04_004510.1, Ec-06_008790.1, Ec-06_009040.1, Ec-06_009480.1, Ec-23_000880.1, Ec-23_000880.2, Ec-23_001440.1, Ec-23_001650.1, Ec-23_001650.2, Ec-23_001660.1, Ec-24_001280.1, Ec-24_001290.1
OG0000036			Ec-12_002690.1, Ec-12_002690.2, Ec-12_002690.3, Ec-12_002700.1, Ec-12_002710.1, Ec-12_002740.1, Ec-12_002740.2, Ec-12_002740.3, Ec-12_002760.1, Ec-12_002760.2, Ec-12_002760.3, Ec-12_002860.1, Ec-12_002880.1, Ec-12_002890.1, Ec-12_002890.2, Ec-12_002900.1, Ec-12_002910.1, Ec-12_002920.1, Ec-12_002930.1, Ec-12_002930.2
OG0000037	dis_TRINITY_DN11558_c0_g3.p1, dis_TRINITY_DN21655_c0_g1.p1, dis_TRINITY_DN25260_c0_g1.p1, dis_TRINITY_DN28475_c0_g1.p1, dis_TRINITY_DN304_c0_g1.p1, dis_TRINITY_DN3053_c0_g4.p1, dis_TRINITY_DN32284_c0_g1.p1, dis_TRINITY_DN32284_c0_g2.p1, dis_TRINITY_DN3674_c0_g1.p1, dis_TRINITY_DN3793_c0_g5.p1	ser_TRINITY_DN152_c0_g2.p1, ser_TRINITY_DN16764_c0_g1.p1, ser_TRINITY_DN19455_c0_g1.p1, ser_TRINITY_DN21004_c0_g4.p1, ser_TRINITY_DN502_c0_g2.p1	Ec-01_011450.1, Ec-05_005000.1, Ec-12_003580.1, Ec-12_003640.1
OG0000038	dis_TRINITY_DN20544_c0_g1.p1, dis_TRINITY_DN2697_c0_g1.p1	ser_TRINITY_DN14503_c0_g1.p1, ser_TRINITY_DN23215_c0_g1.p1, ser_TRINITY_DN2972_c0_g1.p1, ser_TRINITY_DN32267_c1_g1.p1, ser_TRINITY_DN33857_c0_g1.p1, ser_TRINITY_DN34827_c0_g1.p1, ser_TRINITY_DN3733_c0_g1.p1, ser_TRINITY_DN757_c2_g1.p1	Ec-00_009290.1, Ec-01_006590.1, Ec-02_006380.1, Ec-12_003470.1, Ec-17_003200.1, Ec-17_003340.1, Ec-17_003870.1, Ec-20_003770.1, Ec-26_005310.1
OG0000039	dis_TRINITY_DN2805_c0_g1.p1	ser_TRINITY_DN3076_c4_g1.p1	Ec-08_006050.1, Ec-08_006240.1, Ec-08_006240.3, Ec-08_006250.1, Ec-08_006260.1, Ec-08_006260.2, Ec-08_006270.1, Ec-08_006270.2, Ec-08_006270.3, Ec-08_006280.1, Ec-08_006280.2, Ec-08_006290.1, Ec-08_006300.1, Ec-19_000080.1, Ec-19_000090.1, Ec-19_000090.2, Ec-19_000090.3
OG0000040	dis_TRINITY_DN29538_c0_g1.p1, dis_TRINITY_DN3616_c0_g1.p1, dis_TRINITY_DN38517_c0_g2.p1	ser_TRINITY_DN6936_c0_g1.p1	Ec-01_011600.1, Ec-08_004410.1, Ec-08_004410.3, Ec-08_004410.4, Ec-08_004410.5, Ec-08_004410.6, Ec-08_004410.7, Ec-08_004410.8, Ec-08_004410.9, Ec-08_004430.1, Ec-08_004430.2, Ec-08_004440.1, Ec-08_004530.1, Ec-08_004530.2, Ec-08_004620.1
OG0000041			Ec-00_002620.1, Ec-00_009480.1, Ec-00_009490.1, Ec-00_009490.2, Ec-03_003730.1, Ec-20_002850.1, Ec-20_002850.2, Ec-20_003100.1, Ec-20_003100.2, Ec-20_003100.3, Ec-20_003100.4, Ec-20_003120.1, Ec-20_003120.2, Ec-25_001050.1, Ec-25_001080.1, Ec-25_001080.2, Ec-25_001080.3, Ec-25_001090.1, Ec-25_001090.2
OG0000042			Ec-03_000280.1, Ec-03_000280.3, Ec-03_000280.4, Ec-03_000310.1, Ec-03_000320.1, Ec-03_000330.1, Ec-04_001370.1, Ec-04_001380.1, Ec-04_001390.1, Ec-04_001400.1, Ec-08_004740.1, Ec-16_003210.1, Ec-18_003590.1, Ec-24_002870.1, Ec-24_003130.1, Ec-24_003170.1, Ec-24_003170.2, Ec-25_001240.1, Ec-25_001240.2
OG0000043			Ec-03_002900.1, Ec-13_003030.1, Ec-13_003030.2, Ec-13_003050.1, Ec-13_003210.1, Ec-13_003220.1, Ec-13_003250.1, Ec-13_003290.1, Ec-13_003330.1, Ec-13_003360.1, Ec-13_003370.1, Ec-13_003400.1, Ec-13_003460.1, Ec-13_003630.1, Ec-13_003650.1, Ec-13_003700.3, Ec-13_003710.1, Ec-13_003740.1, Ec-22_001180.1
OG0000044	dis_TRINITY_DN143_c0_g8.p1, dis_TRINITY_DN22391_c0_g2.p1, dis_TRINITY_DN41690_c0_g1.p1, dis_TRINITY_DN7361_c0_g1.p1	ser_TRINITY_DN115193_c0_g1.p1, ser_TRINITY_DN2059_c0_g1.p1, ser_TRINITY_DN25795_c0_g1.p1, ser_TRINITY_DN26080_c0_g3.p1, ser_TRINITY_DN266973_c0_g1.p1, ser_TRINITY_DN283964_c0_g1.p1, ser_TRINITY_DN3097_c0_g1.p1, ser_TRINITY_DN35862_c0_g1.p1, ser_TRINITY_DN4711_c0_g2.p1, ser_TRINITY_DN4711_c1_g1.p1, ser_TRINITY_DN8348_c0_g2.p1	Ec-03_003770.1, Ec-17_002700.1, Ec-21_005550.1
OG0000045	dis_TRINITY_DN1456_c0_g1.p1, dis_TRINITY_DN18757_c0_g5.p1, dis_TRINITY_DN23288_c0_g1.p2, dis_TRINITY_DN53152_c0_g1.p1, dis_TRINITY_DN6004_c0_g2.p1, dis_TRINITY_DN6410_c0_g1.p3, dis_TRINITY_DN6410_c0_g2.p1, dis_TRINITY_DN668_c0_g2.p1, dis_TRINITY_DN8543_c0_g1.p1, dis_TRINITY_DN959_c0_g1.p1	ser_TRINITY_DN11681_c1_g1.p1, ser_TRINITY_DN15658_c0_g1.p1, ser_TRINITY_DN17427_c1_g1.p1, ser_TRINITY_DN22700_c0_g1.p1, ser_TRINITY_DN2635_c0_g3.p1, ser_TRINITY_DN3837_c1_g1.p1, ser_TRINITY_DN6569_c0_g1.p1, ser_TRINITY_DN6569_c0_g4.p1	
OG0000046		ser_TRINITY_DN1245_c0_g1.p1, ser_TRINITY_DN1282_c0_g1.p1, ser_TRINITY_DN1282_c0_g3.p1, ser_TRINITY_DN1282_c3_g1.p1, ser_TRINITY_DN13356_c0_g1.p1, ser_TRINITY_DN14192_c0_g1.p1, ser_TRINITY_DN14530_c0_g1.p1, ser_TRINITY_DN15349_c0_g1.p1, ser_TRINITY_DN244_c0_g2.p1, ser_TRINITY_DN2707_c1_g3.p1, ser_TRINITY_DN28199_c0_g1.p1, ser_TRINITY_DN4408_c0_g1.p1, ser_TRINITY_DN5043_c0_g1.p1, ser_TRINITY_DN6134_c0_g1.p1, ser_TRINITY_DN69674_c0_g1.p1, ser_TRINITY_DN77275_c0_g3.p1, ser_TRINITY_DN82869_c0_g1.p1, ser_TRINITY_DN9750_c0_g2.p1	
OG0000047		ser_TRINITY_DN202082_c0_g1.p1	Ec-05_002280.1, Ec-05_002280.10, Ec-05_002280.11, Ec-05_002280.12, Ec-05_002280.13, Ec-05_002280.14, Ec-05_002280.15, Ec-05_002280.16, Ec-05_002280.17, Ec-05_002280.2, Ec-05_002280.3, Ec-05_002280.4, Ec-05_002280.6, Ec-05_002280.7, Ec-05_002280.8, Ec-05_002280.9, Ec-05_002290.1
OG0000048			Ec-00_003130.1, Ec-17_000460.1, Ec-17_000460.2, Ec-17_000460.3, Ec-17_000460.4, Ec-17_000460.5, Ec-18_000580.1, Ec-18_004290.1, Ec-18_004290.2, Ec-18_004290.3, Ec-18_004350.1, Ec-18_004350.2, Ec-18_004350.3, Ec-18_004350.4, Ec-25_001220.1, Ec-27_006380.1, Ec-27_006380.2, Ec-27_006380.3
OG0000049			Ec-06_003670.1, Ec-06_008000.1, Ec-09_001390.1, Ec-09_001390.2, Ec-09_001390.3, Ec-09_001390.4, Ec-09_001390.5, Ec-09_001390.6, Ec-09_001400.1, Ec-09_001400.2, Ec-10_000790.1, Ec-14_000960.1, Ec-14_000960.2, Ec-14_001190.1, Ec-14_001190.2, Ec-14_001190.3, Ec-14_001630.1, Ec-14_001750.1
OG0000050			Ec-06_009240.1, Ec-06_009240.2, Ec-06_009240.4, Ec-06_009250.1, Ec-06_009250.2, Ec-06_009250.3, Ec-06_009260.1, Ec-06_009270.1, Ec-06_009270.2, Ec-06_009270.3, Ec-06_009270.4, Ec-06_009270.5, Ec-06_009270.6, Ec-06_009270.7, Ec-06_009270.8, Ec-09_004630.1, Ec-09_004640.1, Ec-09_004640.2
OG0000051	dis_TRINITY_DN10291_c0_g1.p1, dis_TRINITY_DN3793_c4_g1.p1	ser_TRINITY_DN123780_c0_g1.p1, ser_TRINITY_DN13924_c0_g1.p1, ser_TRINITY_DN22037_c0_g1.p1, ser_TRINITY_DN25218_c0_g1.p1, ser_TRINITY_DN6278_c0_g1.p1, ser_TRINITY_DN7083_c0_g1.p1	Ec-01_011350.2, Ec-01_011350.3, Ec-15_001920.1, Ec-15_004740.1, Ec-23_002730.1, Ec-25_003480.1, Ec-25_003480.2, Ec-25_003480.3, Ec-25_003480.4
OG0000052	dis_TRINITY_DN3724_c0_g1.p1, dis_TRINITY_DN5041_c0_g1.p1	ser_TRINITY_DN15701_c0_g1.p1, ser_TRINITY_DN1692_c0_g1.p1	Ec-04_001460.1, Ec-06_007420.1, Ec-08_001010.1, Ec-22_000970.1, Ec-22_003510.1, Ec-22_003510.2, Ec-22_003510.3, Ec-22_003510.4, Ec-22_003590.1, Ec-22_003600.1, Ec-22_003800.1, Ec-24_002630.1, Ec-24_003000.1
OG0000053	dis_TRINITY_DN5936_c0_g1.p1, dis_TRINITY_DN9560_c0_g1.p1	ser_TRINITY_DN3012_c0_g1.p1, ser_TRINITY_DN52122_c0_g1.p1, ser_TRINITY_DN5591_c0_g1.p1	Ec-00_005060.1, Ec-00_006840.1, Ec-00_006840.2, Ec-00_006840.3, Ec-00_010090.1, Ec-01_011510.2, Ec-02_001100.1, Ec-03_001950.1, Ec-05_001640.1, Ec-07_007640.1, Ec-07_007650.1, Ec-16_004230.1
OG0000054	dis_TRINITY_DN7375_c0_g1.p3	ser_TRINITY_DN1661_c0_g1.p1	Ec-00_003820.1, Ec-00_003820.2, Ec-01_001200.1, Ec-01_009260.1, Ec-03_004100.1, Ec-03_004100.3, Ec-03_004100.4, Ec-05_006010.1, Ec-05_006010.3, Ec-08_001480.1, Ec-15_003800.2, Ec-19_003990.1, Ec-21_003390.1, Ec-21_003390.2, Ec-21_003390.3
OG0000055		ser_TRINITY_DN11961_c0_g1.p1, ser_TRINITY_DN1226_c0_g1.p1, ser_TRINITY_DN68262_c0_g1.p1	Ec-00_005830.1, Ec-03_002820.1, Ec-05_006290.1, Ec-21_005920.1, Ec-23_001740.1, Ec-23_001740.6, Ec-23_003750.1, Ec-26_000690.1, Ec-26_000690.2, Ec-26_000690.3, Ec-26_000690.4, Ec-26_000690.5, Ec-26_000700.1, Ec-26_001040.1
OG0000056		ser_TRINITY_DN1595_c0_g1.p1	Ec-10_003370.1, Ec-10_003370.11, Ec-10_003370.12, Ec-10_003370.2, Ec-10_003370.3, Ec-10_003370.4, Ec-10_003370.5, Ec-10_003370.6, Ec-10_003370.7, Ec-10_003370.8, Ec-10_003390.1, Ec-10_003390.2, Ec-10_003390.3, Ec-10_003390.4, Ec-10_003700.1, Ec-11_002090.1
OG0000057			Ec-03_005050.1, Ec-03_005050.2, Ec-03_005070.1, Ec-03_005070.2, Ec-03_005090.1, Ec-03_005090.2, Ec-03_005090.3, Ec-03_005090.4, Ec-03_005100.1, Ec-03_005120.1, Ec-03_005120.2, Ec-03_005120.3, Ec-03_005120.4, Ec-03_005120.5, Ec-03_005120.6, Ec-03_005130.1, Ec-03_005130.2
OG0000058			Ec-10_004920.1, Ec-10_004930.1, Ec-10_004930.3, Ec-11_004800.1, Ec-11_004800.2, Ec-11_004800.3, Ec-11_004810.1, Ec-11_004810.2, Ec-11_004810.3, Ec-14_005410.1, Ec-19_004620.1, Ec-19_004620.2, Ec-19_004620.3, Ec-19_004620.4, Ec-19_005400.1, Ec-19_005400.2, Ec-19_005400.3
OG0000059			Ec-17_001760.1, Ec-17_001760.2, Ec-17_001760.3, Ec-17_001760.4, Ec-17_001760.5, Ec-17_001760.6, Ec-17_001760.7, Ec-17_001760.8, Ec-17_001760.9, Ec-17_001790.1, Ec-17_001790.2, Ec-17_001860.1, Ec-17_001860.2, Ec-17_001860.3, Ec-17_001890.1, Ec-17_001890.2, Ec-17_001890.3
OG0000060	dis_TRINITY_DN11017_c0_g1.p1, dis_TRINITY_DN11204_c0_g1.p1, dis_TRINITY_DN12525_c0_g1.p1, dis_TRINITY_DN12525_c2_g1.p1, dis_TRINITY_DN191_c1_g5.p1, dis_TRINITY_DN20172_c0_g1.p1, dis_TRINITY_DN21713_c0_g1.p1, dis_TRINITY_DN3887_c2_g2.p1, dis_TRINITY_DN4165_c1_g1.p1, dis_TRINITY_DN4194_c0_g1.p1, dis_TRINITY_DN9158_c4_g1.p1, dis_TRINITY_DN9639_c0_g3.p1	ser_TRINITY_DN13319_c0_g1.p1, ser_TRINITY_DN38673_c0_g5.p1, ser_TRINITY_DN8371_c0_g1.p1	Ec-10_002070.3
OG0000061	dis_TRINITY_DN11994_c0_g2.p1, dis_TRINITY_DN3612_c0_g1.p1	ser_TRINITY_DN7830_c0_g1.p1	Ec-00_007410.1, Ec-02_003530.1, Ec-05_001630.1, Ec-05_001650.1, Ec-05_001660.1, Ec-05_001660.2, Ec-05_001950.1, Ec-05_001960.1, Ec-05_002540.1, Ec-06_005260.1, Ec-21_004010.1, Ec-21_004020.1, Ec-24_004240.1
OG0000062	dis_TRINITY_DN1475_c0_g1.p1, dis_TRINITY_DN1688_c0_g1.p1	ser_TRINITY_DN10766_c0_g1.p1, ser_TRINITY_DN12207_c0_g1.p1, ser_TRINITY_DN37207_c0_g2.p1	Ec-02_003940.1, Ec-03_000680.1, Ec-04_004770.1, Ec-12_000040.1, Ec-14_002940.1, Ec-14_006520.1, Ec-20_002100.1, Ec-20_002270.1, Ec-20_004710.1, Ec-21_003230.1, Ec-27_000380.1
OG0000063	dis_TRINITY_DN219_c0_g1.p1, dis_TRINITY_DN4640_c0_g1.p1	ser_TRINITY_DN44250_c0_g1.p1, ser_TRINITY_DN4655_c0_g1.p1, ser_TRINITY_DN4655_c0_g2.p1, ser_TRINITY_DN6638_c0_g1.p1, ser_TRINITY_DN9507_c0_g1.p1	Ec-01_012040.1, Ec-02_000640.1, Ec-10_002380.1, Ec-13_002060.1, Ec-17_002260.1, Ec-20_001760.1, Ec-20_005030.1, Ec-24_003410.1, Ec-28_002580.1
OG0000064	dis_TRINITY_DN2429_c2_g2.p1, dis_TRINITY_DN4049_c0_g1.p1	ser_TRINITY_DN2533_c0_g1.p1	Ec-00_004090.1, Ec-00_006920.1, Ec-00_008160.1, Ec-00_009980.1, Ec-00_009980.2, Ec-00_009980.3, Ec-00_009980.5, Ec-00_010180.1, Ec-00_010180.2, Ec-04_002132.1, Ec-04_006105.1, Ec-05_000540.1, Ec-10_003460.1
OG0000065	dis_TRINITY_DN29384_c0_g2.p1, dis_TRINITY_DN6593_c0_g1.p1	ser_TRINITY_DN13720_c0_g1.p1, ser_TRINITY_DN15928_c0_g2.p1, ser_TRINITY_DN2092_c0_g1.p1, ser_TRINITY_DN25379_c0_g1.p1, ser_TRINITY_DN4059_c0_g1.p1, ser_TRINITY_DN688_c5_g1.p1	Ec-00_005440.1, Ec-04_002240.1, Ec-07_000450.1, Ec-07_000500.1, Ec-26_005820.1, Ec-26_005890.1, Ec-26_006380.1, Ec-26_006470.1
OG0000066	dis_TRINITY_DN4104_c0_g3.p1		Ec-00_003690.1, Ec-00_003690.2, Ec-00_005880.1, Ec-00_005880.2, Ec-00_005880.3, Ec-03_004010.1, Ec-03_004010.2, Ec-03_004740.1, Ec-03_004740.2, Ec-11_001370.1, Ec-23_004120.1, Ec-23_004120.2, Ec-23_004140.1, Ec-26_001590.1, Ec-26_001600.1
OG0000067	dis_TRINITY_DN4212_c0_g1.p1, dis_TRINITY_DN6924_c0_g1.p1	ser_TRINITY_DN6058_c0_g2.p1	Ec-00_008930.1, Ec-05_006630.1, Ec-05_006640.1, Ec-09_004400.1, Ec-21_001320.1, Ec-21_001340.1, Ec-21_001350.1, Ec-21_001350.2, Ec-21_001360.1, Ec-21_003880.1, Ec-21_003880.2, Ec-21_003880.3, Ec-22_003520.1
OG0000068	dis_TRINITY_DN5125_c0_g1.p1	ser_TRINITY_DN16861_c0_g3.p1	Ec-00_004440.1, Ec-00_005030.1, Ec-00_005030.2, Ec-00_005030.3, Ec-00_005030.4, Ec-00_009520.1, Ec-00_009520.2, Ec-00_009600.1, Ec-00_009600.2, Ec-24_001660.3, Ec-24_001770.1, Ec-24_001770.2, Ec-24_001770.3, Ec-24_001770.4
OG0000069			Ec-07_002630.1, Ec-07_002650.1, Ec-07_002650.12, Ec-07_002650.13, Ec-07_002650.2, Ec-07_002650.4, Ec-07_002650.5, Ec-07_002650.6, Ec-07_002650.7, Ec-07_002650.8, Ec-07_002650.9, Ec-07_002660.2, Ec-07_002670.1, Ec-07_002670.3, Ec-07_002670.4, Ec-07_002680.1
OG0000070			Ec-08_006400.1, Ec-08_006430.1, Ec-08_006450.1, Ec-08_006450.2, Ec-08_006470.1, Ec-08_006500.1, Ec-08_006510.1, Ec-08_006530.1, Ec-08_006540.1, Ec-08_006540.2, Ec-08_006550.1, Ec-08_006570.1, Ec-08_006570.2, Ec-13_004720.1, Ec-13_004720.2, Ec-13_004730.1
OG0000071	dis_TRINITY_DN10084_c0_g1.p1, dis_TRINITY_DN1141_c0_g1.p1, dis_TRINITY_DN3520_c0_g4.p1, dis_TRINITY_DN70968_c0_g1.p1	ser_TRINITY_DN1184_c0_g1.p1, ser_TRINITY_DN27416_c0_g1.p1, ser_TRINITY_DN318_c0_g1.p1, ser_TRINITY_DN33107_c0_g2.p1	Ec-00_003960.1, Ec-00_003960.3, Ec-03_000350.1, Ec-10_000770.1, Ec-12_009050.1, Ec-18_000370.1, Ec-22_000920.1
OG0000072	dis_TRINITY_DN10884_c0_g6.p1, dis_TRINITY_DN1311_c0_g2.p1, dis_TRINITY_DN6949_c0_g1.p1		Ec-00_005720.1, Ec-00_005740.1, Ec-00_005750.1, Ec-00_005750.2, Ec-00_005750.3, Ec-00_005750.4, Ec-00_005750.5, Ec-00_005750.6, Ec-00_005750.7, Ec-00_005750.8, Ec-09_004850.1, Ec-09_004850.2
OG0000073	dis_TRINITY_DN11895_c0_g2.p1, dis_TRINITY_DN15191_c2_g1.p1, dis_TRINITY_DN1948_c0_g1.p1, dis_TRINITY_DN3734_c0_g3.p1, dis_TRINITY_DN432_c0_g1.p1, dis_TRINITY_DN6955_c2_g1.p1	ser_TRINITY_DN10366_c4_g1.p1, ser_TRINITY_DN15340_c0_g1.p1, ser_TRINITY_DN19577_c0_g2.p1, ser_TRINITY_DN30326_c0_g1.p1, ser_TRINITY_DN3197_c0_g1.p1, ser_TRINITY_DN7520_c0_g3.p1	Ec-06_003400.2, Ec-06_009410.1, Ec-14_000450.2
OG0000074	dis_TRINITY_DN1216_c2_g1.p1, dis_TRINITY_DN1455_c0_g1.p1, dis_TRINITY_DN2968_c0_g2.p1, dis_TRINITY_DN700_c0_g1.p1	ser_TRINITY_DN10806_c0_g1.p1, ser_TRINITY_DN1654_c0_g1.p1, ser_TRINITY_DN22059_c0_g1.p1, ser_TRINITY_DN4571_c0_g1.p1, ser_TRINITY_DN5389_c0_g2.p1	Ec-03_003050.1, Ec-03_003070.1, Ec-03_003120.1, Ec-03_003130.1, Ec-03_003140.1, Ec-03_003150.1
OG0000075	dis_TRINITY_DN16658_c0_g1.p1, dis_TRINITY_DN16923_c0_g1.p1, dis_TRINITY_DN4005_c0_g1.p1	ser_TRINITY_DN32093_c0_g1.p1	Ec-00_000080.1, Ec-06_010730.2, Ec-08_005680.1, Ec-13_003970.1, Ec-14_004000.1, Ec-14_004000.2, Ec-15_004970.2, Ec-23_003020.1, Ec-23_003020.2, Ec-23_003020.3, Ec-27_003700.1
OG0000076	dis_TRINITY_DN2060_c0_g1.p1, dis_TRINITY_DN35241_c0_g2.p1	ser_TRINITY_DN16244_c1_g1.p1, ser_TRINITY_DN6046_c0_g1.p1	Ec-06_010040.1, Ec-07_005320.1, Ec-10_002410.1, Ec-16_004480.1, Ec-16_004480.3, Ec-22_003030.1, Ec-22_003030.3, Ec-22_003740.1, Ec-22_003740.2, Ec-22_003740.3, Ec-22_003740.4
OG0000077	dis_TRINITY_DN2785_c0_g1.p1, dis_TRINITY_DN474_c1_g4.p1, dis_TRINITY_DN5643_c0_g2.p1	ser_TRINITY_DN14292_c0_g2.p1, ser_TRINITY_DN2744_c0_g1.p1, ser_TRINITY_DN2744_c0_g2.p1, ser_TRINITY_DN2744_c0_g3.p1, ser_TRINITY_DN66930_c0_g2.p1	Ec-00_006570.1, Ec-00_006590.1, Ec-00_006590.2, Ec-26_002660.1, Ec-26_002820.1, Ec-26_003200.1, Ec-26_005190.1
OG0000078		ser_TRINITY_DN1036_c0_g2.p1, ser_TRINITY_DN1036_c0_g3.p1, ser_TRINITY_DN122955_c0_g1.p1, ser_TRINITY_DN1623_c0_g1.p1, ser_TRINITY_DN1623_c0_g2.p1, ser_TRINITY_DN27803_c0_g1.p1, ser_TRINITY_DN27956_c0_g1.p1, ser_TRINITY_DN3736_c0_g1.p1, ser_TRINITY_DN40359_c0_g1.p1, ser_TRINITY_DN46318_c0_g1.p1, ser_TRINITY_DN48468_c0_g1.p1, ser_TRINITY_DN72031_c0_g1.p1, ser_TRINITY_DN8194_c0_g1.p1, ser_TRINITY_DN8194_c0_g2.p1, ser_TRINITY_DN98719_c0_g1.p1	
OG0000079		ser_TRINITY_DN12378_c0_g1.p1	Ec-00_002280.1, Ec-00_002280.3, Ec-02_002640.1, Ec-02_002640.2, Ec-02_002640.3, Ec-02_002640.4, Ec-02_002650.1, Ec-02_002650.2, Ec-02_002650.3, Ec-02_002650.4, Ec-02_002650.5, Ec-02_002650.7, Ec-02_002660.1, Ec-02_002660.2
OG0000080		ser_TRINITY_DN2275_c0_g1.p1	Ec-00_010690.1, Ec-00_010690.2, Ec-00_010720.1, Ec-04_001290.1, Ec-09_001340.1, Ec-15_001320.1, Ec-15_001320.2, Ec-15_001320.4, Ec-15_001320.5, Ec-24_004220.1, Ec-24_004220.2, Ec-24_004220.3, Ec-24_004230.1, Ec-24_004230.5
OG0000081		ser_TRINITY_DN2493_c0_g5.p1	Ec-01_002830.1, Ec-01_008050.3, Ec-04_001000.2, Ec-04_001090.4, Ec-08_004330.2, Ec-10_004510.2, Ec-12_003110.5, Ec-12_003130.2, Ec-13_002920.2, Ec-14_004300.2, Ec-20_004310.3, Ec-26_002570.3, Ec-26_003750.2, Ec-28_003560.2
OG0000082		ser_TRINITY_DN37035_c0_g1.p1	Ec-00_005980.1, Ec-05_000050.1, Ec-05_000050.2, Ec-05_000050.3, Ec-05_000050.4, Ec-05_000050.5, Ec-05_000050.6, Ec-05_000050.7, Ec-08_002920.1, Ec-08_002920.2, Ec-11_002120.1, Ec-12_008800.1, Ec-13_000070.1, Ec-20_000500.2
OG0000083			Ec-00_004840.1, Ec-00_004920.1, Ec-00_005130.1, Ec-00_007660.1, Ec-00_009700.1, Ec-00_009910.1, Ec-00_009910.2, Ec-02_001840.1, Ec-05_000180.1, Ec-05_000180.2, Ec-05_000510.1, Ec-07_005570.1, Ec-17_001780.1, Ec-18_001460.1, Ec-19_000850.1
OG0000084			Ec-00_006330.1, Ec-00_007620.1, Ec-00_008810.1, Ec-15_000910.1, Ec-15_000920.1, Ec-15_000920.2, Ec-15_000930.1, Ec-21_003830.1, Ec-21_003830.2, Ec-21_003840.1, Ec-21_003840.2, Ec-21_003840.3, Ec-21_003840.4, Ec-21_003850.1, Ec-21_003860.1
OG0000085			Ec-00_007110.1, Ec-00_007110.3, Ec-00_007110.4, Ec-00_009990.1, Ec-00_010260.1, Ec-22_002240.1, Ec-22_002240.2, Ec-22_002240.3, Ec-26_000060.1, Ec-26_000060.2, Ec-26_000060.3, Ec-26_000060.4, Ec-26_000060.5, Ec-26_000060.6, Ec-26_000060.7
OG0000086	dis_TRINITY_DN11281_c0_g2.p1, dis_TRINITY_DN377_c0_g4.p1, dis_TRINITY_DN4065_c0_g1.p1, dis_TRINITY_DN4733_c0_g3.p1, dis_TRINITY_DN4733_c0_g5.p1, dis_TRINITY_DN70101_c0_g1.p1	ser_TRINITY_DN10559_c0_g1.p1, ser_TRINITY_DN15048_c0_g3.p1, ser_TRINITY_DN17567_c0_g3.p1, ser_TRINITY_DN1812_c0_g1.p1, ser_TRINITY_DN1812_c0_g3.p1, ser_TRINITY_DN32335_c0_g1.p1, ser_TRINITY_DN4399_c0_g3.p1	Ec-01_000700.3
OG0000087	dis_TRINITY_DN1191_c0_g2.p1, dis_TRINITY_DN17301_c0_g1.p1	ser_TRINITY_DN1431_c1_g1.p1, ser_TRINITY_DN21827_c0_g2.p1	Ec-07_005210.1, Ec-10_004600.1, Ec-10_004640.1, Ec-23_001280.1, Ec-23_001300.1, Ec-24_001090.1, Ec-24_001090.2, Ec-24_001090.3, Ec-24_001100.1, Ec-24_001110.1
OG0000088	dis_TRINITY_DN12299_c0_g1.p1	ser_TRINITY_DN1_c4_g5.p1, ser_TRINITY_DN337_c0_g1.p1, ser_TRINITY_DN4271_c0_g1.p1	Ec-03_002500.1, Ec-03_002500.3, Ec-03_002560.1, Ec-24_003270.1, Ec-24_003290.1, Ec-24_003300.1, Ec-24_003300.2, Ec-24_003300.3, Ec-24_003380.1, Ec-24_003400.1
OG0000089	dis_TRINITY_DN2082_c0_g1.p1, dis_TRINITY_DN2082_c0_g3.p1, dis_TRINITY_DN34726_c0_g1.p1	ser_TRINITY_DN134_c0_g3.p1, ser_TRINITY_DN2722_c0_g3.p1, ser_TRINITY_DN2722_c1_g2.p1, ser_TRINITY_DN2967_c0_g1.p1	Ec-06_010980.1, Ec-12_003570.1, Ec-12_003590.1, Ec-12_003660.1, Ec-12_003680.1, Ec-12_003680.2, Ec-12_003680.3
OG0000090	dis_TRINITY_DN44202_c0_g3.p1, dis_TRINITY_DN7431_c0_g2.p1	ser_TRINITY_DN35231_c0_g1.p1, ser_TRINITY_DN363_c0_g4.p1, ser_TRINITY_DN900_c0_g1.p2	Ec-03_004230.1, Ec-03_004240.1, Ec-03_004240.2, Ec-03_004280.1, Ec-03_004280.3, Ec-03_004280.4, Ec-10_002530.1, Ec-10_002530.2, Ec-22_003060.1
