query_id;subject_id;dN;dS;dNdS;perc_identity;num_ident_matches;alig_length;mismatches;gap_openings;n_gaps;pos_match;ppos;q_start;q_end;q_len;qcov;qcovhsp;s_start;s_end;s_len;evalue;bit_score;score_raw
Ec-00_005200.1;EsuBft40_31a-00001;0.03092;0.2355;0.1313;97.857;137;140;3;0;0;138;98.57;1070;1209;1209;12;12;20;159;159;5.13e-90;286;731
Ec-00_005210.1;EsuBft40_30a-00001;0.04266;0.08871;0.4809;90.341;1085;1201;102;6;14;1115;92.84;1;1200;1205;99;99;1;1188;1192;0;1795;4650
Ec-00_005230.1;EsuBft40_28a-00001;0.02922;0.08591;0.3401;94.006;298;317;19;0;0;304;95.9;1;317;317;100;100;1;317;317;0;605;1559
Ec-00_005240.4;EsuBft40_27a-00001;0.06566;0.1386;0.4738;77.196;914;1184;167;17;103;953;80.49;442;1554;1936;74;57;369;1520;1547;0;1214;3141
Ec-00_005410.1;EsuBft550_17a-00001;0.02058;0.118;0.1744;94.26;312;331;17;1;2;322;97.28;24;352;352;93;93;1;331;331;0;655;1691
Ec-00_005420.1;EsuBft1201_7a-00001;0;0.1503;0;100;104;104;0;0;0;104;100;1;104;104;100;100;1;104;104;8.44e-69;200;509
Ec-00_005430.1;EsuBft550_15a-00001;0.009257;0.1173;0.07892;96.753;149;154;3;2;2;149;96.75;11;164;164;94;94;1;152;152;3.77e-86;248;634
Ec-00_005440.1;EsuBft116_23a-00001;0.008682;0.2957;0.02936;100;137;137;0;0;0;137;100;1;137;137;100;100;1;137;137;9.46e-97;273;699
Ec-00_005450.4;EsuBft550_9a-00001;0.02647;0.1159;0.2284;95.052;461;485;24;0;0;472;97.32;1;485;577;84;84;17;501;502;0;880;2273
Ec-00_005460.1;EsuBft347_23a-00001;0;0.1244;0;100;117;117;0;0;0;117;100;1;117;117;100;100;1;117;117;3.7e-82;235;599
Ec-00_005470.1;EsuBft347_22a-00001;0.003519;0.08573;0.04105;99.187;122;123;1;0;0;122;99.19;1;123;123;100;100;1;123;123;3.68e-83;238;607
Ec-00_005530.1;EsuBft1143_3a-00001;0.1773;0.3508;0.5053;80;164;205;35;3;6;174;84.88;68;272;707;29;29;1;199;278;5.44e-70;229;584
Ec-00_005550.1;EsuBft1394_5a-00001;0.05604;0.1143;0.4901;79.722;287;360;49;6;24;294;81.67;1;353;353;100;100;1;343;343;2.13e-121;353;905
Ec-00_005560.1;EsuBft1394_4a-00001;0.0167;0.09129;0.1829;80;96;120;2;2;22;96;80;53;150;150;65;65;1;120;120;4.91e-57;173;438
Ec-00_005570.1;EsuBft1993_4a-00001;0.02388;0.05946;0.4016;94.468;222;235;12;1;1;227;96.6;1;234;234;100;100;1;235;235;4.01e-152;421;1083
Ec-00_005580.1;EsuBft1993_3a-00001;0.01102;0.09181;0.12;97.476;618;634;14;1;2;625;98.58;1;632;632;100;100;1;634;634;0;1241;3211
Ec-00_005590.1;EsuBft1993_2a-00001;0.04146;0.1195;0.3469;92.363;387;419;11;2;21;391;93.32;1;401;433;93;93;1;416;432;0;793;2048
Ec-00_005640.1;EsuBft1662_7a-00001;0.05041;0.09667;0.5215;85.77;440;513;49;1;24;461;89.86;1;489;532;92;92;1;513;538;0;842;2176
Ec-00_005650.1;EsuBft1662_6a-00001;0.1334;0.1331;1.003;84.706;72;85;13;0;0;73;85.88;1;85;130;65;65;1;85;173;4.37e-16;69.7;169
Ec-00_005670.1;EsuBft1660_4a-00001;0.01064;0.03184;0.3341;97.652;915;937;22;0;0;926;98.83;1;937;937;100;100;1;937;937;0;1896;4911
Ec-00_005760.1;EsuBft868_4a-00001;0.04713;0.1149;0.4104;87.167;557;639;58;5;24;577;90.3;159;775;775;80;80;1;637;637;0;974;2518
Ec-00_005780.1;EsuBft1476_8a-00001;0.0144;0.07802;0.1846;96.825;244;252;8;0;0;246;97.62;1;252;252;100;100;1;252;252;8.63e-177;485;1249
Ec-00_005790.1;EsuBft1476_7a-00001;0.0201;0.1684;0.1194;91.885;385;419;22;2;12;389;92.84;1;419;419;100;100;1;407;407;0;747;1928
Ec-00_005800.1;EsuBft1476_5a-00001;0.03784;0.1349;0.2804;91.642;307;335;24;1;4;318;94.93;5;335;335;99;99;24;358;358;0;582;1500
Ec-00_005830.1;EsuBft1476_2a-00001;0.04713;0.3936;0.1197;98.182;54;55;1;0;0;54;98.18;125;179;179;31;31;11;65;65;4.98e-31;106;265
Ec-00_005850.1;EsuBft2519_3a-00001;0.05567;0.1152;0.4832;82.135;354;431;33;1;44;374;86.77;138;524;553;70;70;6;436;448;0;690;1780
Ec-00_005900.1;EsuBft42_11a-00001;0.01456;0.06751;0.2157;96.782;421;435;14;0;0;428;98.39;1;435;435;100;100;1;435;435;0;866;2238
Ec-00_005910.1;EsuBft42_10a-00001;0.03532;0.09006;0.3922;90.504;305;337;29;2;3;314;93.18;1;336;649;86;52;132;466;729;1.18e-162;483;1244
Ec-00_005920.1;EsuBft42_9a-00001;0.01545;0.08904;0.1735;96.332;604;627;21;1;2;614;97.93;1;627;627;100;100;1;625;625;0;1226;3172
Ec-00_005930.1;EsuBft42_8a-00001;0.02231;0.07692;0.29;89.722;323;360;25;1;12;331;91.94;1;360;360;100;100;1;348;348;0;505;1300
Ec-00_005940.1;EsuBft42_7a-00001;0.01614;0.08742;0.1846;96.31;261;271;10;0;0;267;98.52;1;271;271;100;100;1;271;271;0;529;1362
Ec-00_005950.2;EsuBft42_6a-00001;0.03046;0.09861;0.3089;93.955;1119;1191;60;9;12;1140;95.72;1;1186;1738;100;68;1;1184;1837;0;1788;4632
Ec-00_005960.1;EsuBft42_5a-00001;0.02898;0.08289;0.3496;81.008;209;258;31;4;18;216;83.72;521;778;778;71;33;146;385;385;6.03e-125;378;971
Ec-00_005970.1;EsuBft1622_4a-00001;0.06162;0.1409;0.4374;90.222;406;450;41;1;3;417;92.67;744;1190;1380;32;32;1;450;472;0;759;1960
Ec-00_005970.2;EsuBft1622_2a-00001;0.1216;0.1943;0.6262;73.704;199;270;44;4;27;213;78.89;393;661;867;31;31;1;244;245;1.77e-127;382;981
Ec-00_006040.1;EsuBft314_4a-00001;0.416;0.8425;0.4937;87.645;227;259;5;1;27;230;88.8;92;323;550;56;42;125;383;637;2.51e-161;473;1217
Ec-00_006190.1;EsuBft1789_3a-00001;0.06214;0.2341;0.2654;87.654;284;324;39;1;1;296;91.36;1;323;325;99;99;1;324;330;0;574;1479
Ec-00_006240.1;EsuBft2165_6a-00001;0.3354;0.6187;0.5421;77.193;88;114;21;1;5;90;78.95;1;114;249;46;46;1;109;185;7.85e-52;166;420
Ec-00_006320.1;EsuBft1455_8a-00001;0.04867;0.1811;0.2687;66.44;293;441;45;5;103;308;69.84;12;349;588;57;57;331;771;785;1.15e-154;462;1189
Ec-00_006420.1;EsuBft2372_3a-00001;0.02429;0.1384;0.1755;92.159;858;931;69;2;4;871;93.56;1;931;931;100;100;1;927;927;0;1543;3995
Ec-00_006460.1;EsuBft1671_7a-00001;0.07907;0.1119;0.7065;86.609;401;463;62;0;0;427;92.22;14;476;476;97;97;105;567;567;0;808;2088
Ec-00_006470.1;EsuBft508_3a-00001;0.03179;0.1582;0.2009;93.159;640;687;19;3;28;647;94.18;1;684;757;90;90;1;662;688;0;1257;3253
Ec-00_006520.1;EsuBft235_27a-00001;0.04253;0.1049;0.4053;83.118;1093;1315;162;16;60;1119;85.1;161;1449;1449;98;89;2287;3567;3567;0;1423;3684
Ec-00_006530.1;EsuBft235_28a-00001;0.04249;0.1296;0.3279;92.632;440;475;31;2;4;454;95.58;1;475;522;91;91;10;480;527;0;830;2145
Ec-00_006540.1;EsuBft235_29a-00001;0.00654;0.1046;0.06254;98.529;134;136;2;0;0;135;99.26;1;136;136;100;100;1;136;136;5.87e-100;281;720
Ec-00_006550.1;EsuBft235_30a-00001;0.01373;0.05299;0.2591;95.364;288;302;10;1;4;292;96.69;1;302;302;100;100;1;298;298;0;585;1508
Ec-00_006560.1;EsuBft235_31a-00001;0.02805;0.105;0.2673;91.129;565;620;43;5;12;573;92.42;1;613;1049;58;58;1;615;617;0;1012;2617
Ec-00_006570.1;EsuBft51_34a-00001;0.07342;0.233;0.3151;87.795;223;254;30;1;1;238;93.7;1;253;253;100;100;1;254;254;1.08e-159;442;1137
Ec-00_006580.1;EsuBft51_35a-00001;0.03405;0.08109;0.4199;91.286;220;241;19;2;2;224;92.95;1;239;240;99;99;1;241;287;3.82e-141;396;1017
Ec-00_006610.1;EsuBft963_7a-00001;0.04516;0.104;0.4344;87.723;836;953;93;6;24;857;89.93;776;1717;1717;55;55;770;1709;1709;0;1333;3449
Ec-00_006620.1;EsuBft963_6a-00001;0.01263;0.1319;0.09579;95.987;1794;1869;48;8;27;1815;97.11;122;1973;1973;94;94;8;1866;1866;0;3635;9426
Ec-00_006650.1;EsuBft912_3a-00001;0.02332;0.1217;0.1916;95.122;117;123;6;0;0;121;98.37;1;123;123;100;100;1;123;123;7.78e-76;219;559
Ec-00_006660.1;EsuBft912_2a-00001;0.01602;0.09167;0.1748;96.476;219;227;8;0;0;223;98.24;42;268;268;85;85;1;227;227;1.44e-166;459;1181
Ec-00_006670.1;EsuBft494_11a-00001;0.4007;0.4376;0.9158;76.667;23;30;7;0;0;23;76.67;1;30;54;56;56;1;30;49;3.83e-08;43.5;101
Ec-00_006680.1;EsuBft977_3a-00001;0.0276;0.09915;0.2784;88.764;237;267;15;1;15;244;91.39;57;308;310;81;81;130;396;399;7.33e-145;413;1061
Ec-00_006690.1;EsuBft977_4a-00001;0.0426;0.1711;0.249;84.716;582;687;35;4;70;594;86.46;510;1155;1165;55;55;800;1457;1458;0;1143;2956
Ec-00_006700.2;EsuBft977_5a-00001;0.07318;0.1629;0.4492;65.341;345;528;65;6;118;367;69.51;1;528;528;100;100;1;410;410;0;610;1572
Ec-00_006760.1;EsuBft4127_3a-00001;0.2894;0.8451;0.3424;64.189;95;148;51;1;2;113;76.35;136;281;287;51;51;14;161;163;1.32e-64;199;506
Ec-00_006770.1;EsuBft330_7a-00001;0.08181;0.193;0.4238;81.168;556;685;68;7;61;577;84.23;45;699;701;93;93;12;665;667;0;1050;2716
Ec-00_006780.1;EsuBft330_6a-00001;0.07131;0.1375;0.5186;77.834;1071;1376;210;14;95;1132;82.27;46;1345;1354;96;96;32;1388;1389;0;1578;4087
Ec-00_006790.1;EsuBft330_5a-00001;0.0171;0.1079;0.1584;96.218;458;476;18;0;0;467;98.11;67;542;542;88;88;1;476;476;0;935;2416
Ec-00_006800.1;EsuBft330_4a-00001;0.05175;0.099;0.5227;85.22;542;636;75;5;19;558;87.74;33;655;655;95;95;1;630;630;0;920;2379
Ec-00_006810.1;EsuBft330_3a-00001;0.009607;0.09134;0.1052;98.451;445;452;7;0;0;449;99.34;1;452;553;82;82;1;452;459;0;924;2389
Ec-00_006840.2;EsuBft1904_2a-00001;0.2245;0.911;0.2465;59.325;299;504;150;10;55;340;67.46;11;467;485;94;94;266;761;1102;2.35e-176;524;1349
Ec-00_006870.1;EsuBft739_7a-00001;0.03187;0.1406;0.2267;87.957;745;847;50;6;52;757;89.37;1;841;945;89;89;1;801;808;0;1347;3486
Ec-00_006940.1;EsuBft343_4a-00001;0.06555;0.09867;0.6644;87.619;92;105;13;0;0;96;91.43;1;105;112;94;94;1;105;107;1.75e-55;167;423
Ec-00_006950.1;EsuBft343_3a-00001;0.02001;0.09099;0.22;95.722;895;935;34;2;6;907;97.01;11;943;943;99;99;88;1018;1018;0;1652;4279
Ec-00_006960.1;EsuBft797_9a-00001;0.01971;0.106;0.186;95.927;471;491;20;0;0;479;97.56;2;492;492;99;99;4;494;494;0;946;2446
Ec-00_006970.1;EsuBft797_8a-00001;0.5328;NA;NA;87.013;67;77;9;1;1;68;88.31;305;380;382;20;20;16;92;1229;1.95e-30;122;307
Ec-00_007000.1;EsuBft908_6a-00001;0.02957;0.1076;0.2749;90.46;531;587;48;5;8;544;92.67;35;620;620;95;95;1;580;580;0;879;2272
Ec-00_007020.1;EsuBft578_2a-00001;0.04333;0.1089;0.3978;91.304;168;184;16;0;0;172;93.48;1;184;184;100;100;403;586;586;9.87e-122;355;910
Ec-00_007030.1;EsuBft578_3a-00001;0.06713;0.232;0.2894;90.058;154;171;16;1;1;159;92.98;241;411;411;42;42;22;191;191;8.78e-97;286;733
Ec-00_007080.2;EsuBft2436_5a-00001;0.1461;0.3643;0.401;76.17;179;235;48;2;8;193;82.13;9;235;240;95;95;8;242;296;1.28e-125;357;916
Ec-00_007099.1;EsuBft1331_4a-00001;0.3164;2.218;0.1427;55.819;259;464;167;7;38;322;69.4;1;440;449;98;98;334;783;792;1.13e-178;518;1335
Ec-00_007110.1;EsuBft1919_5a-00001;0.2303;0.6696;0.3439;67.015;321;479;101;5;57;340;70.98;48;472;619;69;69;64;539;540;1.54e-105;328;842
Ec-00_007130.1;EsuBft433_16a-00001;0.2957;2.301;0.1285;55.809;807;1446;450;18;189;962;66.53;558;1823;1860;90;68;625;2061;2390;0;1451;3757
Ec-00_007140.1;EsuBft276_16a-00001;0.1396;0.3052;0.4573;81.236;355;437;53;3;29;366;83.75;1;408;578;71;71;27;463;546;0;600;1546
Ec-00_007150.1;EsuBft2945_3a-00001;0.07425;0.1453;0.5111;87.755;301;343;23;3;19;306;89.21;1;343;377;91;91;1;324;439;2.34e-163;464;1194
Ec-00_007160.1;EsuBft2311_2a-00001;0.3308;0.7546;0.4383;91.045;427;469;17;2;25;433;92.32;1044;1492;1492;30;30;797;1260;1260;0;898;2320
Ec-00_007250.1;EsuBft1565_4a-00001;0.09963;0.2052;0.4856;74.274;179;241;41;1;21;194;80.5;12;231;231;95;95;3;243;243;2.02e-130;367;941
Ec-00_007310.1;EsuBft1982_6a-00001;0.0318;0.09322;0.3411;93.388;565;605;39;1;1;583;96.36;26;630;630;96;96;1;604;604;0;1085;2805
Ec-00_007320.1;EsuBft1982_5a-00001;0.01591;0.1376;0.1156;94.714;215;227;7;1;5;215;94.71;1;227;227;100;100;1;222;222;1.18e-152;422;1085
Ec-00_007330.1;EsuBft1982_4a-00001;0;0.01644;0;100;124;124;0;0;0;124;100;1;124;124;100;100;1;124;124;6.57e-91;258;658
Ec-00_007340.1;EsuBft1982_3a-00001;0.008;0.04699;0.1702;98.295;173;176;3;0;0;174;98.86;1;176;176;100;100;1;176;176;4.67e-129;358;919
Ec-00_007350.1;EsuBft1982_2a-00001;0.0171;0.1263;0.1354;96.875;279;288;9;0;0;281;97.57;1;288;288;100;100;138;425;425;0;568;1463
Ec-00_007370.1;EsuBft500_7a-00001;0.07442;0.1413;0.5265;76.323;548;718;100;7;70;595;82.87;5;656;656;99;99;15;728;728;0;991;2562
Ec-00_007390.1;EsuBft500_10a-00001;0.06199;0.128;0.4843;85.327;1291;1513;189;11;33;1330;87.9;1;1505;1507;99;99;1;1488;1490;0;2179;5645
Ec-00_007480.1;EsuBft246_2a-00001;0.02214;0.05524;0.4009;95.054;442;465;23;0;0;450;96.77;124;588;588;79;79;1;465;465;0;908;2347
Ec-00_007580.1;EsuBft1535_4a-00001;0.2238;0.3655;0.6123;63.93;257;402;100;6;45;291;72.39;28;429;443;91;91;31;387;509;1.27e-145;424;1090
Ec-00_007590.1;EsuBft1242_3a-00001;0.01667;0.135;0.1235;99.06;527;532;5;0;0;531;99.81;1;532;709;90;75;1;532;1367;0;980;2533
Ec-00_007610.3;EsuBft595_4a-00001;0.1427;0.3304;0.4318;71.336;550;771;149;7;72;595;77.17;47;812;843;91;91;1;704;730;0;1048;2711
Ec-00_007680.4;EsuBft250_20a-00001;0.04201;0.08497;0.4945;88.963;532;598;56;3;10;542;90.64;1;590;590;100;100;78;673;673;0;943;2438
Ec-00_007710.1;EsuBft740_9a-00001;0.00623;0.1292;0.04821;98.621;143;145;2;0;0;143;98.62;1;145;145;100;100;520;664;664;1.07e-100;301;772
Ec-00_007720.1;EsuBft740_10a-00001;0.008027;0.06438;0.1247;98.344;297;302;5;0;0;298;98.68;1;302;302;100;100;1;302;302;0;603;1554
Ec-00_007730.1;EsuBft740_11a-00001;0.03852;0.1011;0.3809;91.935;114;124;10;0;0;119;95.97;1;124;124;100;100;1;124;124;3.89e-68;200;509
Ec-00_007740.1;EsuBft740_12a-00001;0.02278;0.09408;0.2421;89.545;788;880;38;5;54;800;90.91;1;836;836;100;100;1;870;870;0;1412;3655
Ec-00_007750.1;EsuBft1374_5a-00001;0.02858;0.09975;0.2865;94.118;400;425;25;0;0;409;96.24;1;425;425;100;100;62;486;486;0;790;2039
Ec-00_007780.1;EsuBft2407_5a-00001;0.09754;0.3817;0.2555;84.232;406;482;55;2;21;425;88.17;65;543;1127;43;43;17;480;485;0;826;2134
Ec-00_007800.1;EsuBft771_2a-00001;0.1016;0.2706;0.3755;68.567;493;719;104;9;122;513;71.35;33;676;676;95;95;1;672;672;0;885;2288
Ec-00_007810.1;EsuBft771_3a-00001;0.06852;0.1389;0.4933;89.098;237;266;21;2;8;241;90.6;137;401;401;66;66;17;275;275;1.1e-154;437;1123
Ec-00_007820.1;EsuBft771_6a-00001;0.03395;0.1048;0.3239;92.111;397;431;29;1;5;408;94.66;1;431;431;100;100;1;426;426;0;807;2084
Ec-00_007830.1;EsuBft771_7a-00001;0.04164;0.07648;0.5444;91.584;185;202;17;0;0;190;94.06;2;203;203;99;99;7;208;208;4.52e-133;371;952
Ec-00_007840.1;EsuBft418_12a-00001;0.02931;0.111;0.264;92.375;315;341;20;2;6;321;94.13;1;336;336;100;100;241;580;580;0;617;1591
Ec-00_007900.1;EsuBft1104_7a-00001;0.04039;0.08852;0.4563;91.401;861;942;75;5;6;877;93.1;1;940;940;100;100;1;938;938;0;1399;3620
Ec-00_008010.1;EsuBft658_11a-00001;0.4876;2.054;0.2374;42.391;312;736;387;13;37;435;59.1;2;714;716;99;99;59;780;810;0;550;1416
Ec-00_008030.1;EsuBft667_5a-00001;0.299;0.6338;0.4717;57.831;48;83;32;1;3;60;72.29;48;127;362;22;22;1;83;85;5.02e-24;94;232
Ec-00_008050.1;EsuBft1226_6a-00001;0.01216;0.09295;0.1308;97.24;599;616;16;1;1;608;98.7;1;616;616;100;100;1;615;615;0;1202;3111
Ec-00_008060.1;EsuBft1226_8a-00001;0.02759;0.1488;0.1853;95.833;299;312;13;0;0;304;97.44;85;396;463;67;67;18;329;508;0;627;1617
Ec-00_008110.2;EsuBft3952_3a-00001;0.5107;1.196;0.427;43.676;221;506;266;9;19;294;58.1;38;529;539;91;91;32;532;536;7.18e-124;373;958
Ec-00_008200.1;EsuBft558_2a-00001;0.01918;0.1293;0.1484;97.129;203;209;6;0;0;204;97.61;95;303;463;45;45;6;214;215;3.2e-147;418;1074
Ec-00_008210.1;EsuBft2616_4a-00001;0.07922;0.1703;0.4653;88.707;542;611;44;3;25;553;90.51;47;639;700;85;85;57;660;661;0;985;2547
Ec-00_008240.1;EsuBft2109_2a-00001;0.01475;0.09255;0.1594;96.566;703;728;25;0;0;708;97.25;105;832;869;84;84;1;728;731;0;1431;3704
Ec-00_008270.2;EsuBft1989_5a-00001;0.1582;2.288;0.06915;73.77;270;366;96;0;0;311;84.97;1;366;366;100;100;21;386;386;0;582;1500
Ec-00_008290.1;EsuBft300_12a-00001;0.05362;0.1211;0.4427;83.955;1036;1234;136;21;62;1061;85.98;226;1438;1438;84;84;1;1193;1193;0;1353;3503
Ec-00_008300.2;EsuBft468_18a-00001;0.08282;0.1296;0.6389;69.288;185;267;33;1;49;197;73.78;1;218;415;53;53;1;267;270;2.31e-105;311;798
Ec-00_008350.1;EsuBft495_3a-00001;0.02036;0.1124;0.1812;95.736;696;727;31;0;0;708;97.39;1;727;727;100;100;1;727;727;0;1332;3447
Ec-00_008430.1;EsuBft908_4a-00001;0.03586;0.1344;0.2668;84.528;1038;1228;114;17;76;1068;86.97;1;1177;1653;98;71;1;1203;1810;0;1409;3647
Ec-00_008440.1;EsuBft908_3a-00001;0.02847;0.1221;0.2332;89.205;785;880;63;9;32;795;90.34;1;866;866;100;100;1;862;862;0;1188;3073
Ec-00_008480.1;EsuBft558_3a-00001;0.004235;0.1086;0.039;82.004;802;978;41;7;135;817;83.54;106;948;950;89;89;1;978;1386;0;1600;4143
Ec-00_008490.1;EsuBft1359_7a-00001;0.2575;0.4364;0.5901;76.301;132;173;32;1;9;142;82.08;78;250;250;69;69;151;314;314;1.25e-80;244;622
Ec-00_008530.1;EsuBft267_8a-00001;0.02549;0.1068;0.2387;95.113;253;266;12;1;1;257;96.62;1;265;396;67;67;1;266;271;2.85e-172;481;1237
Ec-00_008590.1;EsuBft629_6a-00001;0.8885;NA;NA;57.955;51;88;37;0;0;61;69.32;1;88;267;33;33;94;181;182;1.07e-25;99.4;246
Ec-00_008660.1;EsuBft2199_4a-00001;0.04984;0.1793;0.278;90.171;211;234;23;0;0;215;91.88;1;234;234;100;100;1;234;234;8.46e-130;365;937
Ec-00_008670.1;EsuBft2572_2a-00001;0.1296;0.2487;0.5212;91.279;157;172;15;0;0;165;95.93;40;211;211;82;82;28;199;199;1.86e-113;321;823
Ec-00_008720.1;EsuBft541_17a-00001;0.04955;0.08785;0.564;88.807;603;679;67;2;9;622;91.61;65;740;742;91;91;8;680;682;0;1059;2738
Ec-00_008730.1;EsuBft541_15a-00001;0.03859;0.1588;0.243;81.015;367;453;31;5;55;379;83.66;1;401;401;100;100;1;450;450;0;707;1825
Ec-00_008740.1;EsuBft631_11a-00001;0.06002;0.1382;0.4343;87.838;585;666;80;1;1;605;90.84;1;666;1303;51;51;1;665;666;0;1135;2937
Ec-00_008830.1;EsuBft1094_21a-00001;0.004893;0.09668;0.05061;98.555;341;346;3;1;2;343;99.13;1;346;346;100;100;37;380;380;0;682;1761
Ec-00_008910.1;EsuBft1430_3a-00001;0.03634;0.1099;0.3306;92.267;525;569;34;2;10;534;93.85;410;968;968;99;58;489;1057;1057;0;1009;2608
Ec-00_008920.1;EsuBft2010_2a-00001;0.09612;0.1789;0.5372;81.128;1367;1685;284;21;34;1465;86.94;1;1676;1684;99;99;1;1660;1675;0;2518;6525
Ec-00_008940.1;EsuBft3188_3a-00001;0.02939;0.1221;0.2406;94.118;128;136;8;0;0;134;98.53;1;136;136;100;100;1;136;136;8.15e-96;271;693
Ec-00_008950.1;EsuBft334_8a-00001;0.07262;0.2338;0.3106;98.507;264;268;4;0;0;266;99.25;213;480;493;54;54;50;317;619;0;550;1418
Ec-00_008970.1;EsuBft334_7a-00001;0.08496;0.2188;0.3883;82.039;338;412;68;3;6;352;85.44;133;539;539;76;76;14;424;424;0;544;1401
Ec-00_009020.1;EsuBft1741_2a-00001;0.07757;0.09402;0.825;85.093;137;161;19;2;5;140;86.96;15;175;175;92;92;1;156;156;5.24e-87;251;641
Ec-00_009110.1;EsuBft396_17a-00001;0.01763;0.09076;0.1943;94.143;434;461;17;3;10;441;95.66;1;461;461;100;100;1;451;451;0;865;2236
Ec-00_009120.1;EsuBft396_16a-00001;0.03416;0.1059;0.3224;91.471;311;340;26;1;3;325;95.59;1;340;340;100;100;297;633;633;0;517;1331
Ec-00_009230.1;EsuBft474_2a-00001;0.04391;0.1435;0.306;92.424;61;66;5;0;0;61;92.42;6;71;71;93;93;248;313;313;1.46e-18;76.3;186
Ec-00_009240.1;EsuBft1364_8a-00001;0.03245;0.08914;0.364;79.653;963;1209;91;9;155;989;81.8;240;1345;1345;82;82;17;1173;1173;0;1569;4063
Ec-00_009330.2;EsuBft162_21a-00001;0.5853;NA;NA;42.714;85;199;86;8;28;103;51.76;41;223;707;26;26;65;251;1094;2.57e-31;130;328
Ec-00_009340.1;EsuBft448_9a-00001;0.04534;0.1832;0.2475;91.29;283;310;22;2;5;291;93.87;131;440;529;75;59;9;313;560;3.69e-171;494;1273
Ec-00_009355.1;EsuBft3039_2a-00001;0.05498;0.1181;0.4656;74.353;316;425;42;4;67;327;76.94;1;364;700;52;52;52;470;484;1.02e-169;494;1273
Ec-00_009360.1;EsuBft720_2a-00001;0.02974;0.1219;0.244;94.242;622;660;38;0;0;635;96.21;1;660;662;99;99;167;826;840;0;1244;3218
Ec-00_009410.1;EsuBft1017_5a-00001;0.02086;0.07532;0.2769;89.155;781;876;34;2;61;795;90.75;1;815;815;100;100;1;876;876;0;1583;4098
Ec-00_009440.1;EsuBft413_14a-00001;0.1911;0.6539;0.2923;68.726;356;518;150;4;12;415;80.12;1;511;564;91;91;37;549;550;0;697;1798
Ec-00_009450.1;EsuBft2404_3a-00001;0.2133;0.3746;0.5693;71.291;519;728;146;8;63;555;76.24;185;856;867;97;78;413;1133;1142;0;872;2254
Ec-00_009460.2;EsuBft977_2a-00001;0.09136;0.1962;0.4657;83.333;95;114;19;0;0;102;89.47;1;114;222;51;51;1;114;125;3.79e-52;164;414
Ec-00_009520.2;EsuBft1786_3a-00001;0.326;0.7189;0.4535;84.27;75;89;14;0;0;82;92.13;37;125;142;63;63;78;166;189;9.84e-51;159;402
Ec-00_009610.1;EsuBft351_23a-00001;0.06233;0.0948;0.6576;80.804;362;448;46;4;40;375;83.71;31;442;442;93;93;7;450;450;0;644;1660
Ec-00_009620.1;EsuBft351_22a-00001;0.02627;0.1098;0.2393;90.074;608;675;33;4;34;616;91.26;4;653;653;99;99;534;1199;1199;0;1090;2818
Ec-00_009680.1;EsuBft1006_5a-00001;0.02953;0.1179;0.2505;87.183;1306;1498;103;9;89;1326;88.52;1;1441;1441;100;100;171;1636;1636;0;2168;5617
Ec-00_009690.1;EsuBft44_35a-00001;0.06063;0.2998;0.2023;96.212;127;132;5;0;0;128;96.97;169;300;320;41;41;1;132;234;6.07e-88;262;670
Ec-00_009740.1;EsuBft3270_4a-00001;0.07282;0.3711;0.1962;85.2;213;250;36;1;1;225;90;1;250;251;99;99;259;507;554;4.98e-144;414;1063
Ec-00_009810.2;EsuBft5197_2a-00001;0.07351;0.1673;0.4393;95.61;196;205;9;0;0;200;97.56;58;262;262;78;78;23;227;227;9.52e-150;416;1070
Ec-00_009810.4;EsuBft2634_3a-00001;0.07127;0.1183;0.6024;88.565;426;481;53;1;2;445;92.52;269;749;749;64;64;15;493;493;0;870;2248
Ec-00_009850.1;EsuBft1313_6a-00001;0.07816;0.1772;0.4411;77.104;394;511;65;3;52;410;80.23;48;558;558;92;92;13;471;471;0;758;1957
Ec-00_009860.1;EsuBft1652_5a-00001;0.07843;0.2429;0.3229;91.304;84;92;8;0;0;84;91.3;1;92;111;83;83;1;92;185;6.96e-52;160;406
Ec-00_009860.2;EsuBft2288_6a-00001;0.1466;0.5438;0.2695;91.667;110;120;7;1;3;113;94.17;1;117;176;66;66;1;120;333;7.76e-75;227;578
Ec-00_009870.1;EsuBft1317_5a-00001;0.1002;0.1436;0.6979;77.586;270;348;54;3;24;282;81.03;28;364;481;70;70;4;338;340;2.22e-136;396;1017
Ec-00_009880.1;EsuBft2635_3a-00001;0.08458;0.2115;0.4;91.873;260;283;22;1;1;268;94.7;41;322;322;88;88;187;469;469;5.74e-144;414;1063
Ec-00_009930.1;EsuBft396_10a-00001;0.01841;0.09446;0.1949;96.407;644;668;24;0;0;651;97.46;1;668;668;100;100;1;668;668;0;1325;3430
Ec-00_009950.1;EsuBft426_17a-00001;0.06293;0.1854;0.3394;79.649;544;683;72;8;67;551;80.67;4;635;721;88;88;399;1065;1109;0;830;2145
Ec-00_010010.1;EsuBft396_13a-00001;0.0422;0.09177;0.4598;75;54;72;3;1;15;55;76.39;169;240;600;12;12;1;57;60;1.26e-28;107;268
Ec-00_010090.1;EsuBft1171_2a-00001;0.1383;0.1887;0.7329;69.355;43;62;13;2;6;46;74.19;1;61;75;81;81;1;57;67;5.3e-20;74.7;182
