GeneID,phylostratum,rank,taxonomic_representativeness
Ec-00_006520.1,Phaeophyceae,7,100
Ec-00_006530.1,cellular organisms,1,100
Ec-00_006540.1,cellular organisms,1,100
Ec-00_006550.1,Stramenopiles,4,100
Ec-00_006560.1,cellular organisms,1,100
Ec-00_006570.1,Phaeophyceae,7,100
Ec-00_006580.1,cellular organisms,1,100
Ec-00_006590.1,Phaeophyceae,7,100
Ec-00_006600.1,Eukaryota,2,44
Ec-00_006610.1,Phaeophyceae,7,100
Ec-00_006620.1,cellular organisms,1,100
Ec-00_006625.1,Ectocarpales,9,100
Ec-00_006630.1,cellular organisms,1,100
Ec-00_006640.1,cellular organisms,1,100
Ec-00_006650.1,Stramenopiles,4,71
Ec-00_006660.1,cellular organisms,1,100
Ec-00_006670.2,Ectocarpus siliculosus,11,100
Ec-00_006680.3,cellular organisms,1,90
Ec-00_006690.1,PX clade,6,100
Ec-00_006700.2,cellular organisms,1,80
Ec-00_006720.1,Eukaryota,2,55
Ec-00_006740.2,Ectocarpus siliculosus,11,100
Ec-00_006750.1,Phaeophyceae,7,100
Ec-00_006760.2,ALE clade,8,100
Ec-00_006770.1,cellular organisms,1,100
Ec-00_006780.4,Phaeophyceae,7,100
Ec-00_006790.1,cellular organisms,1,100
Ec-00_006800.1,ALE clade,8,100
Ec-00_006810.1,cellular organisms,1,100
Ec-00_006820.1,ALE clade,8,100
Ec-00_006830.1,Ectocarpus siliculosus,11,100
Ec-00_006840.1,cellular organisms,1,100
Ec-00_006850.2,Ectocarpus siliculosus,11,100
Ec-00_006860.1,Ectocarpus siliculosus,11,100
Ec-00_006870.1,cellular organisms,1,90
Ec-00_006880.1,Phaeophyceae,7,100
Ec-00_006890.3,Eukaryota,2,77
Ec-00_006900.1,cellular organisms,1,100
Ec-00_006920.1,Ectocarpales,9,100
Ec-00_006930.1,Ectocarpus siliculosus,11,100
Ec-00_006940.1,ALE clade,8,100
Ec-00_006950.1,cellular organisms,1,100
Ec-00_006960.1,cellular organisms,1,100
Ec-00_006970.1,Phaeophyceae,7,100
Ec-00_006990.1,cellular organisms,1,100
Ec-00_007000.1,cellular organisms,1,90
Ec-00_007010.1,Ectocarpus siliculosus,11,100
Ec-00_007020.1,Eukaryota,2,77
Ec-00_007030.1,cellular organisms,1,80
Ec-00_007050.1,cellular organisms,1,90
Ec-00_007060.1,cellular organisms,1,90
Ec-00_007080.2,ALE clade,8,100
Ec-00_007090.1,Phaeophyceae,7,100
Ec-00_007099.1,cellular organisms,1,80
Ec-00_007100.1,Ectocarpus,10,100
Ec-00_007110.1,Eukaryota,2,88
Ec-00_007120.1,cellular organisms,1,90
Ec-00_007130.1,cellular organisms,1,90
Ec-00_007140.1,cellular organisms,1,100
Ec-00_007150.1,ALE clade,8,100
Ec-00_007160.2,cellular organisms,1,100
Ec-00_007170.1,cellular organisms,1,50
Ec-00_007180.1,Eukaryota,2,55
Ec-00_007190.1,ALE clade,8,100
Ec-00_007210.1,Ectocarpus,10,100
Ec-00_007220.1,Phaeophyceae,7,100
Ec-00_007230.1,Ectocarpus siliculosus,11,100
Ec-00_007240.1,Ectocarpus siliculosus,11,100
Ec-00_007250.1,cellular organisms,1,100
Ec-00_007260.1,Ectocarpales,9,50
Ec-00_007270.1,cellular organisms,1,80
Ec-00_007280.2,Ectocarpus siliculosus,11,100
Ec-00_007290.1,ALE clade,8,100
Ec-00_007300.1,cellular organisms,1,100
Ec-00_007310.1,cellular organisms,1,100
Ec-00_007320.1,cellular organisms,1,90
Ec-00_007330.1,cellular organisms,1,100
Ec-00_007340.1,Eukaryota,2,100
Ec-00_007350.1,cellular organisms,1,100
Ec-00_007360.1,cellular organisms,1,100
Ec-00_007370.1,Ectocarpales,9,100
Ec-00_007380.1,Eukaryota,2,55
Ec-00_007390.1,cellular organisms,1,100
Ec-00_007410.1,Eukaryota,2,100
Ec-00_007420.1,Ectocarpus siliculosus,11,100
Ec-00_007430.1,Phaeophyceae,7,75
Ec-00_007440.1,Ectocarpales,9,50
Ec-00_007450.1,Eukaryota,2,44
Ec-00_007460.2,cellular organisms,1,80
Ec-00_007470.2,Ectocarpus siliculosus,11,100
Ec-00_007480.1,cellular organisms,1,100
Ec-00_007530.2,Ectocarpus siliculosus,11,100
Ec-00_007540.1,Phaeophyceae,7,75
Ec-00_007550.1,Ectocarpus siliculosus,11,100
Ec-00_007560.1,Eukaryota,2,44
Ec-00_007570.2,Ectocarpus siliculosus,11,100
Ec-00_007580.1,Phaeophyceae,7,100
Ec-00_007590.1,cellular organisms,1,100
Ec-00_007600.1,Ectocarpales,9,50
Ec-00_007610.1,Eukaryota,2,55
Ec-00_007620.1,Ectocarpus,10,100
Ec-00_007630.1,cellular organisms,1,80
Ec-00_007640.3,ALE clade,8,66
Ec-00_007650.1,Ectocarpus,10,100
Ec-00_007660.1,ALE clade,8,100
Ec-00_007670.1,Eukaryota,2,88
Ec-00_007680.1,Eukaryota,2,66
Ec-00_007690.1,cellular organisms,1,90
Ec-00_007700.1,Ectocarpus siliculosus,11,100
Ec-00_007710.1,ALE clade,8,66
Ec-00_007720.1,cellular organisms,1,90
Ec-00_007730.2,Ectocarpus siliculosus,11,100
Ec-00_007740.1,cellular organisms,1,100
Ec-00_007750.1,cellular organisms,1,90
Ec-00_007760.1,Ectocarpus siliculosus,11,100
Ec-00_007780.1,cellular organisms,1,100
Ec-00_007800.1,Ochrophyta,5,100
Ec-00_007810.1,ALE clade,8,100
Ec-00_007820.1,Eukaryota,2,100
Ec-00_007830.1,cellular organisms,1,70
Ec-00_007840.1,cellular organisms,1,90
Ec-00_007850.1,Ectocarpus siliculosus,11,100
Ec-00_007870.1,Ectocarpus siliculosus,11,100
Ec-00_007880.1,Ectocarpus,10,100
Ec-00_007900.1,cellular organisms,1,100
Ec-00_007910.1,Ectocarpus siliculosus,11,100
Ec-00_007920.1,Ectocarpales,9,100
Ec-00_007940.1,cellular organisms,1,100
Ec-00_007960.1,Ectocarpus siliculosus,11,100
Ec-00_007970.1,ALE clade,8,100
Ec-00_007980.1,Eukaryota,2,100
Ec-00_007990.2,Ectocarpus siliculosus,11,100
Ec-00_008000.1,Ectocarpus siliculosus,11,100
Ec-00_008010.1,Eukaryota,2,66
Ec-00_008020.1,Ectocarpales,9,50
Ec-00_008030.1,Ectocarpus,10,100
Ec-00_008040.1,Ectocarpus siliculosus,11,100
Ec-00_008050.1,cellular organisms,1,90
Ec-00_008060.1,cellular organisms,1,100
Ec-00_008070.2,cellular organisms,1,60
Ec-00_008080.1,Ectocarpus siliculosus,11,100
Ec-00_008090.1,Ectocarpus siliculosus,11,100
Ec-00_008100.1,Ectocarpales,9,50
Ec-00_008110.2,cellular organisms,1,90
Ec-00_008130.1,cellular organisms,1,100
Ec-00_008140.1,Ectocarpales,9,100
Ec-00_008150.5,Ectocarpus siliculosus,11,100
Ec-00_008160.1,ALE clade,8,100
Ec-00_008170.1,Ectocarpus siliculosus,11,100
Ec-00_008190.1,cellular organisms,1,90
Ec-00_008200.1,Eukaryota,2,44
Ec-00_008210.1,Stramenopiles,4,57
Ec-00_008215.1,cellular organisms,1,100
Ec-00_008220.1,cellular organisms,1,100
Ec-00_008230.1,cellular organisms,1,100
Ec-00_008240.1,cellular organisms,1,100
Ec-00_008250.1,Ectocarpales,9,50
Ec-00_008260.1,Ectocarpus siliculosus,11,100
Ec-00_008270.2,cellular organisms,1,90
Ec-00_008280.1,cellular organisms,1,90
Ec-00_008290.1,Phaeophyceae,7,100
Ec-00_008300.1,Ectocarpales,9,100
Ec-00_008310.2,Ectocarpus siliculosus,11,100
Ec-00_008320.1,Eukaryota,2,77
Ec-00_008330.1,cellular organisms,1,100
Ec-00_008340.1,Phaeophyceae,7,50
Ec-00_008350.1,cellular organisms,1,100
Ec-00_008360.1,cellular organisms,1,90
Ec-00_008370.1,cellular organisms,1,100
Ec-00_008380.1,cellular organisms,1,100
Ec-00_008400.1,Ectocarpales,9,50
Ec-00_008410.1,Ectocarpales,9,50
Ec-00_008420.2,Ectocarpus siliculosus,11,100
Ec-00_008430.1,cellular organisms,1,100
Ec-00_008440.1,cellular organisms,1,100
Ec-00_008450.1,Phaeophyceae,7,100
Ec-00_008460.1,Ochrophyta,5,83
Ec-00_008480.1,cellular organisms,1,100
Ec-00_008490.1,cellular organisms,1,80
Ec-00_008500.1,cellular organisms,1,90
Ec-00_008510.1,cellular organisms,1,100
Ec-00_008520.1,ALE clade,8,33
Ec-00_008530.2,Possible contamination or HGT,NA,30
Ec-00_008550.1,Phaeophyceae,7,75
Ec-00_008560.1,cellular organisms,1,90
Ec-00_008580.1,Possible contamination or HGT,NA,14
Ec-00_008590.1,Ectocarpales,9,100
Ec-00_008600.1,Ectocarpus siliculosus,11,100
Ec-00_008610.1,Ectocarpus siliculosus,11,100
Ec-00_008620.1,ALE clade,8,100
Ec-00_008630.1,Ectocarpales,9,100
Ec-00_008650.3,Ectocarpus siliculosus,11,100
Ec-00_008660.1,Phaeophyceae,7,75
Ec-00_008670.1,Phaeophyceae,7,75
Ec-00_008690.1,Phaeophyceae,7,100
Ec-00_008700.1,cellular organisms,1,90
Ec-00_008720.1,cellular organisms,1,70
Ec-00_008730.1,Stramenopiles,4,100
Ec-00_008740.1,cellular organisms,1,80
Ec-00_008750.2,Ectocarpus siliculosus,11,100
Ec-00_008760.1,cellular organisms,1,70
Ec-00_008770.1,Ectocarpus siliculosus,11,100
Ec-00_008780.1,ALE clade,8,100
Ec-00_008790.1,PX clade,6,100
Ec-00_008800.1,Phaeophyceae,7,100
Ec-00_008810.1,Ectocarpales,9,100
Ec-00_008820.1,cellular organisms,1,60
Ec-00_008830.1,cellular organisms,1,100
Ec-00_008840.1,cellular organisms,1,60
Ec-00_008850.1,Ectocarpus siliculosus,11,100
Ec-00_008860.2,Ectocarpus siliculosus,11,100
Ec-00_008870.1,cellular organisms,1,90
Ec-00_008880.1,Ectocarpus siliculosus,11,100
Ec-00_008890.1,cellular organisms,1,100
Ec-00_008910.1,cellular organisms,1,100
Ec-00_008920.1,PX clade,6,100
Ec-00_008930.1,Phaeophyceae,7,100
Ec-00_008940.1,Eukaryota,2,66
Ec-00_008950.1,cellular organisms,1,100
Ec-00_008970.1,Phaeophyceae,7,100
Ec-00_008980.1,Possible contamination or HGT,NA,14
Ec-00_008990.1,Phaeophyceae,7,100
Ec-00_009000.1,Sar,3,87
Ec-00_009010.1,Ectocarpus siliculosus,11,100
Ec-00_009020.1,Ectocarpales,9,100
Ec-00_009030.1,Ectocarpales,9,100
Ec-00_009040.1,Eukaryota,2,44
Ec-00_009050.1,Ectocarpus,10,100
Ec-00_009070.1,Ochrophyta,5,100
Ec-00_009080.1,ALE clade,8,100
Ec-00_009100.1,cellular organisms,1,100
Ec-00_009110.1,cellular organisms,1,100
Ec-00_009120.1,Phaeophyceae,7,100
Ec-00_009130.1,Ectocarpales,9,100
Ec-00_009140.1,Ectocarpus siliculosus,11,100
Ec-00_009150.1,Ectocarpales,9,100
Ec-00_009160.1,Ectocarpus siliculosus,11,100
Ec-00_009170.1,Ectocarpus siliculosus,11,100
Ec-00_009180.1,Ectocarpales,9,50
Ec-00_009190.1,Ectocarpales,9,100
Ec-00_009200.1,cellular organisms,1,90
Ec-00_009210.1,ALE clade,8,66
Ec-00_009220.1,Ochrophyta,5,100
Ec-00_009230.2,Ectocarpus siliculosus,11,100
Ec-00_009240.1,cellular organisms,1,100
Ec-00_009250.1,Phaeophyceae,7,100
Ec-00_009260.1,Phaeophyceae,7,100
Ec-00_009270.1,Ectocarpus siliculosus,11,100
Ec-00_009280.1,Ectocarpus siliculosus,11,100
Ec-00_009290.1,cellular organisms,1,100
Ec-00_009310.1,cellular organisms,1,90
Ec-00_009320.1,Ectocarpus siliculosus,11,100
Ec-00_009330.2,Eukaryota,2,55
Ec-00_009340.1,cellular organisms,1,100
Ec-00_009350.1,cellular organisms,1,100
Ec-00_009355.1,ALE clade,8,100
Ec-00_009360.1,cellular organisms,1,50
Ec-00_009370.2,Ectocarpus siliculosus,11,100
Ec-00_009380.1,Ectocarpus siliculosus,11,100
Ec-00_009390.1,cellular organisms,1,100
Ec-00_009410.2,Eukaryota,2,88
Ec-00_009420.1,ALE clade,8,100
Ec-00_009430.1,Ectocarpus siliculosus,11,100
Ec-00_009440.1,Eukaryota,2,77
Ec-00_009450.6,Stramenopiles,4,85
Ec-00_009460.1,Phaeophyceae,7,100
Ec-00_009480.1,ALE clade,8,100
Ec-00_009490.1,cellular organisms,1,60
Ec-00_009500.7,cellular organisms,1,100
Ec-00_009510.1,Ectocarpus siliculosus,11,100
Ec-00_009520.2,Ectocarpus,10,100
Ec-00_009530.1,Ectocarpus,10,100
Ec-00_009540.1,Ectocarpus,10,100
Ec-00_009550.1,Ectocarpus siliculosus,11,100
Ec-00_009560.1,ALE clade,8,100
Ec-00_009580.1,Ectocarpus siliculosus,11,100
Ec-00_009590.1,Ectocarpales,9,100
Ec-00_009600.2,Phaeophyceae,7,100
Ec-00_009610.1,ALE clade,8,100
Ec-00_009620.1,cellular organisms,1,100
Ec-00_009640.1,Phaeophyceae,7,100
Ec-00_009650.1,cellular organisms,1,60
Ec-00_009660.1,Ectocarpus siliculosus,11,100
Ec-00_009670.1,Ectocarpus siliculosus,11,100
Ec-00_009680.1,Eukaryota,2,88
Ec-00_009690.1,Phaeophyceae,7,100
Ec-00_009700.1,ALE clade,8,100
Ec-00_009710.1,cellular organisms,1,70
Ec-00_009720.1,Ectocarpus,10,100
Ec-00_009730.1,Ectocarpus siliculosus,11,100
Ec-00_009740.1,ALE clade,8,100
Ec-00_009750.1,cellular organisms,1,90
Ec-00_009760.1,Ectocarpales,9,100
Ec-00_009770.1,Ectocarpus siliculosus,11,100
Ec-00_009780.1,ALE clade,8,33
Ec-00_009800.1,PX clade,6,100
Ec-00_009810.5,ALE clade,8,100
Ec-00_009830.2,Ectocarpus siliculosus,11,100
Ec-00_009840.1,Ectocarpus,10,100
Ec-00_009850.1,Eukaryota,2,55
Ec-00_009860.2,Eukaryota,2,55
Ec-00_009870.1,Ectocarpus,10,100
Ec-00_009880.1,Phaeophyceae,7,100
Ec-00_009890.1,cellular organisms,1,100
Ec-00_009900.1,Eukaryota,2,77
Ec-00_009910.1,ALE clade,8,100
Ec-00_009920.1,Ectocarpales,9,100
Ec-00_009930.1,cellular organisms,1,100
Ec-00_009940.1,cellular organisms,1,80
Ec-00_009950.1,Stramenopiles,4,71
Ec-00_009970.1,Phaeophyceae,7,100
Ec-00_009980.1,PX clade,6,80
Ec-00_009990.1,Ectocarpus siliculosus,11,100
Ec-00_010010.1,cellular organisms,1,100
Ec-00_010020.1,PX clade,6,80
Ec-00_010030.1,cellular organisms,1,100
Ec-00_010040.3,Ectocarpus siliculosus,11,100
Ec-00_010050.3,Ectocarpus siliculosus,11,100
Ec-00_010060.1,ALE clade,8,100
Ec-00_010070.1,Ectocarpales,9,100
Ec-00_010080.2,Ectocarpales,9,50
Ec-00_010090.2,Ectocarpus siliculosus,11,100
Ec-00_010100.1,Phaeophyceae,7,100
Ec-00_010110.1,cellular organisms,1,90
Ec-00_010120.1,Ectocarpus siliculosus,11,100
Ec-00_010130.1,Ectocarpales,9,100
Ec-00_010140.1,Ectocarpus siliculosus,11,100
Ec-00_010150.1,Phaeophyceae,7,100
Ec-00_010160.1,cellular organisms,1,100
Ec-00_010170.1,cellular organisms,1,100
Ec-00_010180.1,Phaeophyceae,7,100
Ec-00_010190.2,Ectocarpus siliculosus,11,100
Ec-00_010200.1,cellular organisms,1,100
Ec-00_010210.1,cellular organisms,1,70
Ec-00_010220.3,Phaeophyceae,7,100
Ec-00_010230.1,Phaeophyceae,7,75
Ec-00_010240.1,cellular organisms,1,100
Ec-00_010250.1,ALE clade,8,100
Ec-00_010260.1,Phaeophyceae,7,100
Ec-00_010280.1,Ectocarpus siliculosus,11,100
Ec-00_010290.1,Ectocarpus siliculosus,11,100
Ec-00_010310.1,cellular organisms,1,100
Ec-00_010320.1,Ectocarpus siliculosus,11,100
Ec-00_010330.1,Ectocarpales,9,100
Ec-00_010350.1,Ectocarpus siliculosus,11,100
Ec-00_010370.1,Phaeophyceae,7,100
Ec-00_010380.1,Phaeophyceae,7,100
Ec-00_010390.1,cellular organisms,1,90
Ec-00_010400.1,Phaeophyceae,7,100
Ec-00_010410.1,Phaeophyceae,7,100
Ec-00_010420.1,cellular organisms,1,100
Ec-00_010430.1,Stramenopiles,4,85
Ec-00_010440.1,Ectocarpales,9,100
Ec-00_010450.1,ALE clade,8,100
Ec-00_010460.1,Eukaryota,2,44
Ec-00_010470.1,Phaeophyceae,7,100
Ec-00_010480.1,Phaeophyceae,7,100
Ec-00_010490.1,Ectocarpales,9,100
Ec-00_010500.1,Ectocarpus,10,100
Ec-00_010510.1,cellular organisms,1,100
Ec-00_010520.1,Ochrophyta,5,100
Ec-00_010530.1,Ectocarpus siliculosus,11,100
Ec-00_010540.1,Stramenopiles,4,85
Ec-00_010550.1,Ectocarpus siliculosus,11,100
Ec-00_010560.1,cellular organisms,1,100
Ec-00_010570.1,cellular organisms,1,100
Ec-00_010580.3,Phaeophyceae,7,75
Ec-00_010590.2,Ectocarpus siliculosus,11,100
Ec-00_010600.1,Phaeophyceae,7,100
Ec-00_010610.1,Eukaryota,2,55
Ec-00_010620.4,ALE clade,8,66
Ec-00_010630.1,PX clade,6,100
Ec-00_010640.1,PX clade,6,100
Ec-00_010650.1,Phaeophyceae,7,100
Ec-00_010660.1,Eukaryota,2,66
Ec-00_010670.1,Ectocarpus siliculosus,11,100
Ec-00_010690.1,Eukaryota,2,44
Ec-00_010700.1,cellular organisms,1,100
Ec-00_010710.1,Phaeophyceae,7,75
Ec-00_010720.1,cellular organisms,1,100
Ec-00_010730.1,Ectocarpus siliculosus,11,100
Ec-00_010740.1,Phaeophyceae,7,100
Ec-00_010750.2,Ectocarpus siliculosus,11,100
Ec-00_010760.1,Eukaryota,2,100
Ec-00_010770.1,cellular organisms,1,60
Ec-00_010780.1,Ectocarpus siliculosus,11,100
Ec-00_010800.1,cellular organisms,1,60
Ec-00_010810.1,Phaeophyceae,7,100
Ec-00_010820.1,ALE clade,8,66
Ec-00_010830.1,cellular organisms,1,100
Ec-00_010850.1,Phaeophyceae,7,75
Ec-00_010860.1,Phaeophyceae,7,100
Ec-00_010870.1,Ectocarpus siliculosus,11,100
Ec-00_010880.1,cellular organisms,1,100
Ec-00_010890.1,Eukaryota,2,88
Ec-00_010900.1,Phaeophyceae,7,100
Ec-00_010910.1,Eukaryota,2,44
Ec-00_010920.1,Phaeophyceae,7,100
Ec-00_010930.1,cellular organisms,1,100
Ec-00_010940.1,cellular organisms,1,90
Ec-00_010950.1,Phaeophyceae,7,100
Ec-00_010960.1,cellular organisms,1,80
Ec-00_010970.1,Ectocarpus siliculosus,11,100
Ec-00_010980.1,cellular organisms,1,90
Ec-00_010990.1,PX clade,6,80
Ec-00_011010.1,cellular organisms,1,70
Ec-00_011020.1,Ectocarpus siliculosus,11,100
Ec-00_011030.2,cellular organisms,1,90
Ec-00_011040.1,Ectocarpus siliculosus,11,100
Ec-00_011050.1,cellular organisms,1,100
Ec-00_011060.1,Ectocarpales,9,100
Ec-00_011070.1,Phaeophyceae,7,100
Ec-00_011080.1,cellular organisms,1,100
Ec-00_011090.2,Ectocarpus siliculosus,11,100
Ec-00_011100.1,ALE clade,8,66
Ec-00_011110.1,Eukaryota,2,88
Ec-00_011120.1,ALE clade,8,66
Ec-00_011130.1,cellular organisms,1,50
Ec-00_011140.1,Ectocarpales,9,100
Ec-00_011150.1,ALE clade,8,100
Ec-00_011160.1,cellular organisms,1,100
Ec-00_011170.1,Phaeophyceae,7,100
Ec-00_011180.2,Ectocarpus siliculosus,11,100
Ec-00_011190.1,Ochrophyta,5,100
Ec-00_011200.1,cellular organisms,1,100
Ec-00_011210.1,PX clade,6,100
Ec-00_011230.1,cellular organisms,1,50
Ec-00_011240.1,Phaeophyceae,7,100
Ec-00_011250.1,Phaeophyceae,7,75
Ec-00_011260.2,Ectocarpus siliculosus,11,100
Ec-00_011270.1,Ectocarpus,10,100
Ec-00_011280.1,Ectocarpus,10,100
Ec-00_011290.2,Ectocarpus siliculosus,11,100
Ec-00_011300.1,Phaeophyceae,7,100
Ec-00_011320.1,Ectocarpus siliculosus,11,100
Ec-00_011330.1,Ectocarpales,9,100
Ec-00_011340.2,Ectocarpus siliculosus,11,100
Ec-00_011350.1,Phaeophyceae,7,100
Ec-00_011360.1,ALE clade,8,100
Ec-00_011370.1,cellular organisms,1,100
Ec-00_011380.1,Phaeophyceae,7,100
Ec-00_011390.1,Ochrophyta,5,100
Ec-00_011400.1,Phaeophyceae,7,100
Ec-00_011410.1,Eukaryota,2,100
Ec-00_011420.1,cellular organisms,1,90
Ec-00_011430.1,cellular organisms,1,100
Ec-00_011440.2,Ectocarpus siliculosus,11,100
Ec-00_011450.1,Phaeophyceae,7,75
Ec-00_011460.1,cellular organisms,1,90
Ec-00_011470.1,cellular organisms,1,100
Ec-00_011480.1,cellular organisms,1,100
Ec-00_011490.1,cellular organisms,1,50
Ec-01_000020.2,Phaeophyceae,7,100
Ec-01_000030.1,Ectocarpus siliculosus,11,100
Ec-01_000040.1,Ectocarpus siliculosus,11,100
Ec-01_000050.1,Phaeophyceae,7,100
Ec-01_000060.1,cellular organisms,1,100
Ec-01_000070.1,cellular organisms,1,100
Ec-01_000080.1,PX clade,6,80
Ec-01_000090.1,cellular organisms,1,100
Ec-01_000100.1,cellular organisms,1,100
Ec-01_000110.1,Stramenopiles,4,85
Ec-01_000120.1,Stramenopiles,4,71
Ec-01_000130.1,cellular organisms,1,70
Ec-01_000140.1,cellular organisms,1,100
Ec-01_000150.1,Ochrophyta,5,83
Ec-01_000160.1,cellular organisms,1,100
Ec-01_000170.2,Ochrophyta,5,83
Ec-01_000180.1,cellular organisms,1,100
Ec-01_000190.1,Ochrophyta,5,100
Ec-01_000200.1,cellular organisms,1,70
Ec-01_000210.1,Phaeophyceae,7,100
Ec-01_000220.1,cellular organisms,1,90
Ec-01_000230.1,cellular organisms,1,100
Ec-01_000240.1,cellular organisms,1,100
Ec-01_000250.1,Phaeophyceae,7,100
Ec-01_000260.1,Eukaryota,2,66
Ec-01_000270.1,Eukaryota,2,66
Ec-01_000280.1,Phaeophyceae,7,100
Ec-01_000290.1,cellular organisms,1,100
Ec-01_000300.1,cellular organisms,1,90
Ec-01_000310.1,PX clade,6,100
Ec-01_000320.1,cellular organisms,1,100
Ec-01_000330.1,cellular organisms,1,100
Ec-01_000340.1,cellular organisms,1,100
Ec-01_000360.1,cellular organisms,1,100
Ec-01_000370.1,Eukaryota,2,88
Ec-01_000380.1,Phaeophyceae,7,100
Ec-01_000390.1,cellular organisms,1,90
Ec-01_000400.1,Eukaryota,2,88
Ec-01_000420.1,cellular organisms,1,100
Ec-01_000430.1,cellular organisms,1,90
Ec-01_000440.1,Stramenopiles,4,85
Ec-01_000450.1,Ochrophyta,5,83
Ec-01_000460.1,Stramenopiles,4,85
Ec-01_000470.1,Phaeophyceae,7,100
Ec-01_000480.1,ALE clade,8,100
Ec-01_000490.1,cellular organisms,1,90
Ec-01_000500.1,cellular organisms,1,100
Ec-01_000510.2,Ectocarpus siliculosus,11,100
Ec-01_000520.1,cellular organisms,1,90
Ec-01_000530.1,Eukaryota,2,44
Ec-01_000540.1,cellular organisms,1,100
Ec-01_000560.1,Phaeophyceae,7,100
Ec-01_000570.1,cellular organisms,1,100
Ec-01_000580.1,cellular organisms,1,100
Ec-01_000600.1,cellular organisms,1,100
Ec-01_000620.1,cellular organisms,1,90
Ec-01_000630.1,Eukaryota,2,100
Ec-01_000640.1,cellular organisms,1,100
Ec-01_000650.1,cellular organisms,1,100
Ec-01_000660.1,cellular organisms,1,100
Ec-01_000670.1,Eukaryota,2,77
Ec-01_000680.2,cellular organisms,1,80
Ec-01_000690.1,cellular organisms,1,100
Ec-01_000700.1,cellular organisms,1,80
Ec-01_000710.1,Eukaryota,2,88
Ec-01_000720.1,PX clade,6,100
Ec-01_000730.2,Ectocarpus siliculosus,11,100
Ec-01_000740.1,cellular organisms,1,100
Ec-01_000750.1,cellular organisms,1,100
Ec-01_000760.1,cellular organisms,1,90
Ec-01_000770.1,Eukaryota,2,88
Ec-01_000780.1,cellular organisms,1,100
Ec-01_000790.1,cellular organisms,1,100
Ec-01_000800.1,cellular organisms,1,100
Ec-01_000810.1,Eukaryota,2,77
Ec-01_000820.1,cellular organisms,1,100
Ec-01_000830.1,Eukaryota,2,77
Ec-01_000840.1,cellular organisms,1,100
Ec-01_000850.1,cellular organisms,1,100
Ec-01_000860.1,PX clade,6,100
Ec-01_000870.1,Phaeophyceae,7,100
Ec-01_000890.1,PX clade,6,100
Ec-01_000900.1,cellular organisms,1,60
Ec-01_000910.1,Eukaryota,2,66
Ec-01_000920.1,Sar,3,75
Ec-01_000930.1,Eukaryota,2,66
Ec-01_000940.1,Ectocarpus,10,100
Ec-01_000950.1,Ectocarpales,9,100
Ec-01_000960.1,cellular organisms,1,100
Ec-01_000970.1,PX clade,6,100
Ec-01_000980.1,cellular organisms,1,90
Ec-01_000990.1,Eukaryota,2,55
Ec-01_001000.1,Eukaryota,2,66
Ec-01_001010.1,cellular organisms,1,90
Ec-01_001020.1,Eukaryota,2,77
Ec-01_001030.1,ALE clade,8,100
Ec-01_001040.1,cellular organisms,1,100
Ec-01_001050.1,Ectocarpus siliculosus,11,100
Ec-01_001060.2,Eukaryota,2,100
Ec-01_001070.1,cellular organisms,1,100
Ec-01_001080.1,cellular organisms,1,100
Ec-01_001090.1,cellular organisms,1,100
Ec-01_001100.1,Phaeophyceae,7,75
Ec-01_001110.1,cellular organisms,1,100
Ec-01_001120.1,cellular organisms,1,100
Ec-01_001140.2,Phaeophyceae,7,100
Ec-01_001150.1,Eukaryota,2,77
Ec-01_001160.1,cellular organisms,1,100
Ec-01_001170.1,PX clade,6,100
Ec-01_001180.1,Eukaryota,2,100
Ec-01_001190.1,Eukaryota,2,55
Ec-01_001200.1,cellular organisms,1,70
Ec-01_001210.1,cellular organisms,1,90
Ec-01_001220.1,Eukaryota,2,66
Ec-01_001230.1,cellular organisms,1,100
Ec-01_001240.1,Eukaryota,2,55
Ec-01_001250.3,PX clade,6,80
Ec-01_001260.1,Phaeophyceae,7,100
Ec-01_001270.1,cellular organisms,1,100
Ec-01_001290.1,cellular organisms,1,100
Ec-01_001300.1,Ectocarpales,9,100
Ec-01_001310.1,Eukaryota,2,55
Ec-01_001320.1,Ochrophyta,5,100
Ec-01_001330.1,Ectocarpus siliculosus,11,100
Ec-01_001340.1,cellular organisms,1,100
Ec-01_001350.1,cellular organisms,1,100
Ec-01_001360.1,Ectocarpus siliculosus,11,100
Ec-01_001370.1,Eukaryota,2,66
Ec-01_001410.1,cellular organisms,1,100
Ec-01_001420.1,cellular organisms,1,100
Ec-01_001430.1,Ochrophyta,5,83
Ec-01_001440.1,Phaeophyceae,7,100
Ec-01_001450.2,cellular organisms,1,100
Ec-01_001460.1,cellular organisms,1,100
Ec-01_001470.1,Phaeophyceae,7,100
Ec-01_001480.1,cellular organisms,1,100
Ec-01_001490.1,Ectocarpales,9,100
Ec-01_001510.1,cellular organisms,1,100
Ec-01_001520.1,cellular organisms,1,70
Ec-01_001530.2,Ectocarpus siliculosus,11,100
Ec-01_001540.1,cellular organisms,1,70
Ec-01_001550.1,cellular organisms,1,100
Ec-01_001560.1,cellular organisms,1,100
Ec-01_001570.1,Phaeophyceae,7,100
Ec-01_001580.1,Ectocarpus siliculosus,11,100
Ec-01_001590.1,ALE clade,8,100
Ec-01_001600.1,cellular organisms,1,100
Ec-01_001610.1,cellular organisms,1,100
