GeneID,subject_id,dN,dS,dNdS,DS,perc_identity,num_ident_matches,alig_length,mismatches,gap_openings,n_gaps,pos_match,ppos,q_start,q_end,q_len,qcov,qcovhsp,s_start,s_end,s_len,evalue,bit_score,score_raw
Ec-00_007820.1,EsuBft771_6a-00001,0.03395,0.1048,0.3239,6,92111,397,431,29,1,5,408,9466,1,431,431,100,100,1,426,426,0,807,2084
Ec-00_007830.1,EsuBft771_7a-00001,0.04164,0.07648,0.5444,9,91584,185,202,17,0,0,190,9406,2,203,203,99,99,7,208,208,4.52e-131,371,952
Ec-00_007840.1,EsuBft418_12a-00001,0.02931,0.111,0.264,5,92375,315,341,20,2,6,321,9413,1,336,336,100,100,241,580,580,0,617,1591
Ec-00_008050.1,EsuBft1226_6a-00001,0.01216,0.09295,0.1308,2,9724,599,616,16,1,1,608,987,1,616,616,100,100,1,615,615,0,1202,3111
Ec-00_008060.1,EsuBft1226_8a-00001,0.02759,0.1488,0.1853,3,95833,299,312,13,0,0,304,9744,85,396,463,67,67,18,329,508,0,627,1617
Ec-00_008110.2,EsuBft3952_3a-00001,0.5107,1.196,0.427,8,43676,221,506,266,9,19,294,581,38,529,539,91,91,32,532,536,7.179999999999999e-122,373,958
Ec-00_008200.1,EsuBft558_2a-00001,0.01918,0.1293,0.1484,2,97129,203,209,6,0,0,204,9761,95,303,463,45,45,6,214,215,3.2e-146,418,1074
Ec-00_008240.1,EsuBft2109_2a-00001,0.01475,0.09255,0.1594,3,96566,703,728,25,0,0,708,9725,105,832,869,84,84,1,728,731,0,1431,3704
Ec-00_008290.1,EsuBft300_12a-00001,0.05362,0.1211,0.4427,8,83955,1036,1234,136,21,62,1061,8598,226,1438,1438,84,84,1,1193,1193,0,1353,3503
Ec-00_008350.1,EsuBft495_3a-00001,0.02036,0.1124,0.1812,3,95736,696,727,31,0,0,708,9739,1,727,727,100,100,1,727,727,0,1332,3447
Ec-00_008430.1,EsuBft908_4a-00001,0.03586,0.1344,0.2668,5,84528,1038,1228,114,17,76,1068,8697,1,1177,1653,98,71,1,1203,1810,0,1409,3647
Ec-00_008440.1,EsuBft908_3a-00001,0.02847,0.1221,0.2332,4,89205,785,880,63,9,32,795,9034,1,866,866,100,100,1,862,862,0,1188,3073
Ec-00_008480.1,EsuBft558_3a-00001,0.004235,0.1086,0.039,1,82004,802,978,41,7,135,817,8354,106,948,950,89,89,1,978,1386,0,1600,4143
Ec-00_008490.1,EsuBft1359_7a-00001,0.2575,0.4364,0.5901,10,76301,132,173,32,1,9,142,8208,78,250,250,69,69,151,314,314,1.25e-78,244,622
Ec-00_008660.1,EsuBft2199_4a-00001,0.04984,0.1793,0.278,5,90171,211,234,23,0,0,215,9188,1,234,234,100,100,1,234,234,8.460000000000001e-128,365,937
Ec-00_008670.1,EsuBft2572_2a-00001,0.1296,0.2487,0.5212,9,91279,157,172,15,0,0,165,9593,40,211,211,82,82,28,199,199,1.86e-111,321,823
Ec-00_008830.1,EsuBft1094_21a-00001,0.004893,0.09668,0.05061,1,98555,341,346,3,1,2,343,9913,1,346,346,100,100,37,380,380,0,682,1761
Ec-00_008920.1,EsuBft2010_2a-00001,0.09612,0.1789,0.5372,9,81128,1367,1685,284,21,34,1465,8694,1,1676,1684,99,99,1,1660,1675,0,2518,6525
Ec-00_008950.1,EsuBft334_8a-00001,0.07262,0.2338,0.3106,6,98507,264,268,4,0,0,266,9925,213,480,493,54,54,50,317,619,0,550,1418
Ec-00_009020.1,EsuBft1741_2a-00001,0.07757,0.09402,0.825,10,85093,137,161,19,2,5,140,8696,15,175,175,92,92,1,156,156,5.24e-85,251,641
Ec-00_009110.1,EsuBft396_17a-00001,0.01763,0.09076,0.1943,3,94143,434,461,17,3,10,441,9566,1,461,461,100,100,1,451,451,0,865,2236
Ec-00_009120.1,EsuBft396_16a-00001,0.03416,0.1059,0.3224,6,91471,311,340,26,1,3,325,9559,1,340,340,100,100,297,633,633,0,517,1331
Ec-00_009340.1,EsuBft448_9a-00001,0.04534,0.1832,0.2475,4,9129,283,310,22,2,5,291,9387,131,440,529,75,59,9,313,560,3.69e-169,494,1273
Ec-00_009355.1,EsuBft3039_2a-00001,0.05498,0.1181,0.4656,8,74353,316,425,42,4,67,327,7694,1,364,700,52,52,52,470,484,1.0200000000000001e-167,494,1273
Ec-00_009360.1,EsuBft720_2a-00001,0.02974,0.1219,0.244,4,94242,622,660,38,0,0,635,9621,1,660,662,99,99,167,826,840,0,1244,3218
Ec-00_009520.2,EsuBft1786_3a-00001,0.326,0.7189,0.4535,8,8427,75,89,14,0,0,82,9213,37,125,142,63,63,78,166,189,9.84e-49,159,402
Ec-00_009620.1,EsuBft351_22a-00001,0.02627,0.1098,0.2393,4,90074,608,675,33,4,34,616,9126,4,653,653,99,99,534,1199,1199,0,1090,2818
Ec-00_009680.1,EsuBft1006_5a-00001,0.02953,0.1179,0.2505,4,87183,1306,1498,103,9,89,1326,8852,1,1441,1441,100,100,171,1636,1636,0,2168,5617
Ec-00_009850.1,EsuBft1313_6a-00001,0.07816,0.1772,0.4411,8,77104,394,511,65,3,52,410,8023,48,558,558,92,92,13,471,471,0,758,1957
Ec-00_009880.1,EsuBft2635_3a-00001,0.08458,0.2115,0.4,7,91873,260,283,22,1,1,268,947,41,322,322,88,88,187,469,469,5.74e-142,414,1063
Ec-00_009950.1,EsuBft426_17a-00001,0.06293,0.1854,0.3394,6,79649,544,683,72,8,67,551,8067,4,635,721,88,88,399,1065,1109,0,830,2145
Ec-00_010010.1,EsuBft396_13a-00001,0.0422,0.09177,0.4598,8,75,54,72,3,1,15,55,7639,169,240,600,12,12,1,57,60,1.26e-26,107,268
Ec-00_010170.1,EsuBft1513_4a-00001,0.03472,0.1084,0.3203,6,88194,381,432,41,5,10,391,9051,1,428,428,100,100,448,873,873,0,585,1508
Ec-00_010380.1,EsuBft321_13a-00001,0.06382,0.07783,0.8201,10,85879,596,694,88,2,10,628,9049,1,693,693,100,100,13,697,697,0,1088,2814
Ec-00_010520.1,EsuBft866_6a-00001,0.01613,0.132,0.1222,2,95652,286,299,11,1,2,290,9699,1,297,297,100,100,1,299,299,0,575,1482
Ec-00_010560.1,EsuBft692_18a-00001,0.03483,0.09269,0.3757,7,93557,363,388,25,0,0,369,951,1,388,400,97,97,1,388,389,0,737,1902
Ec-00_010570.1,EsuBft692_17a-00001,0.005088,0.05785,0.08794,1,98765,240,243,3,0,0,243,100,1,243,243,100,100,1,243,243,3.22e-173,481,1237
Ec-00_010610.1,EsuBft985_4a-00001,0.005735,0.05701,0.1006,1,97647,83,85,2,0,0,84,9882,4,88,88,97,97,219,303,303,4.53e-53,171,434
Ec-00_010760.1,EsuBft1261_3a-00001,0.06842,0.1685,0.406,8,76404,272,356,45,2,39,284,7978,1,317,317,100,100,1,356,356,7.07e-163,462,1189
Ec-00_010800.1,EsuBft823_2a-00001,0.03514,0.1854,0.1896,3,91641,592,646,41,1,13,617,9551,52,684,684,93,93,1,646,646,0,1191,3081
Ec-00_010860.1,EsuBft77_4a-00001,0.05836,0.117,0.4987,9,86412,407,471,51,2,13,422,896,181,639,639,72,72,11,480,480,0,733,1893
Ec-00_010880.1,EsuBft147_23a-00001,0.007993,0.08648,0.09242,1,98263,396,403,7,0,0,400,9926,1,403,403,100,100,1,403,403,0,811,2094
Ec-00_010890.1,EsuBft321_10a-00001,0.03009,0.1085,0.2773,5,96164,351,365,14,0,0,355,9726,1,365,381,96,96,1,365,517,0,669,1727
Ec-00_010910.1,EsuBft36_24a-00001,0.06828,0.1094,0.6242,10,74892,519,693,96,4,78,540,7792,308,966,966,68,68,14,662,662,0,957,2475
Ec-00_010930.1,EsuBft144_24a-00001,0.02681,0.07188,0.373,7,98883,177,179,2,0,0,178,9944,13,191,191,94,94,92,270,270,5.78e-130,370,950
Ec-00_010950.1,EsuBft671_2a-00001,0.2008,0.4057,0.495,9,68889,155,225,31,2,39,167,7422,24,248,408,55,55,244,429,478,6.789999999999999e-100,310,794
Ec-00_011060.1,EsuBft294_2a-00001,0.05045,0.1238,0.4076,8,89524,188,210,21,1,1,202,9619,20,229,229,92,92,1,209,209,1.0200000000000001e-140,396,1018
Ec-00_011070.1,EsuBft583_9a-00001,0.04435,0.09914,0.4474,8,90764,1474,1624,143,3,7,1504,9261,1,1617,1617,100,100,226,1849,1849,0,2733,7085
Ec-00_011160.1,EsuBft2855_2a-00001,0.007782,0.06842,0.1137,2,98291,115,117,2,0,0,115,9829,50,166,166,70,70,1,117,117,1.2999999999999998e-75,223,568
Ec-00_011170.1,EsuBft2855_3a-00001,0.2311,0.3667,0.6301,10,9403,63,67,4,0,0,63,9403,14,80,100,67,67,62,128,150,4.36e-38,129,324
Ec-00_011190.1,EsuBft59_10a-00001,0.03435,0.07063,0.4864,9,92225,344,373,27,1,2,350,9383,1,371,375,99,99,1,373,594,0,535,1379
Ec-00_011390.1,EsuBft846_11a-00001,0.1875,0.5919,0.3167,6,9375,120,128,8,0,0,124,9688,58,185,379,34,34,188,315,327,6.54e-79,250,638
Ec-00_011400.1,EsuBft4467_2a-00001,0.3259,0.4725,0.6897,10,85897,134,156,20,1,2,139,891,70,223,324,48,48,1,156,268,6.28e-73,231,588
Ec-00_011470.1,EsuBft36_25a-00001,0.0435,0.1106,0.3935,7,861,830,964,92,8,42,852,8838,1,944,952,99,99,91,1032,1559,0,1384,3582
Ec-01_000060.1,EsuBft217_4a-00001,0.02211,0.09214,0.24,4,95616,458,479,21,0,0,464,9687,1,479,479,100,100,120,598,598,0,896,2316
Ec-01_000070.1,EsuBft217_5a-00001,0.01034,0.0884,0.1169,2,97493,1478,1516,33,2,5,1490,9828,1,1515,1515,100,100,1,1512,1512,0,3021,7832
Ec-01_000090.1,EsuBft217_6a-00001,0.02686,0.1025,0.262,5,94444,442,468,26,0,0,453,9679,1,468,468,100,100,1,468,468,0,923,2386
Ec-01_000100.1,EsuBft217_7a-00001,0.007182,0.09743,0.07371,1,98427,438,445,7,0,0,439,9865,1,445,445,100,100,1,445,445,0,916,2368
Ec-01_000120.1,EsuBft217_8a-00001,0.04139,0.1458,0.2839,5,94767,670,707,34,1,3,686,9703,30,733,733,96,96,123,829,829,0,1306,3379
Ec-01_000140.1,EsuBft217_9a-00001,0.01806,0.1007,0.1794,3,96244,410,426,16,0,0,413,9695,1,426,426,100,100,1,426,426,0,784,2024
Ec-01_000160.1,EsuBft217_10a-00001,0.036,0.08984,0.4007,7,9313,244,262,16,1,2,247,9427,5,266,266,98,98,45,304,304,9.829999999999999e-168,470,1210
Ec-01_000180.1,EsuBft217_13a-00001,0.02315,0.1053,0.2199,4,94493,429,454,23,1,2,441,9714,1,454,454,100,100,1,452,452,0,869,2246
Ec-01_000190.1,EsuBft217_19a-00001,0.005507,0.1116,0.04935,1,98639,145,147,2,0,0,146,9932,45,191,191,77,77,1,147,147,1.6e-105,301,770
Ec-01_000210.1,EsuBft217_20a-00001,0.1883,0.2976,0.6327,10,91498,452,494,42,0,0,462,9352,1,494,676,73,73,1,494,650,0,880,2273
Ec-01_000240.1,EsuBft217_22a-00001,0.02922,0.1316,0.222,4,95084,735,773,38,0,0,751,9715,14,786,786,98,98,22,794,794,0,1445,3741
Ec-01_000250.1,EsuBft217_23a-00001,0.06809,0.1424,0.4781,9,87824,440,501,55,2,6,457,9122,170,669,669,75,75,15,510,510,0,743,1917
Ec-01_000260.1,EsuBft217_25a-00001,0.01415,0.06468,0.2187,4,96465,573,594,18,1,3,582,9798,1,591,649,91,91,103,696,698,0,1153,2983
Ec-01_000270.1,EsuBft217_26a-00001,0.06179,0.1756,0.3519,7,89143,312,350,20,1,18,320,9143,1,350,475,74,74,1,332,365,0,576,1484
Ec-01_000280.1,EsuBft217_27a-00001,0.03632,0.1059,0.3429,6,92571,486,525,36,2,3,498,9486,26,547,547,95,95,4,528,528,0,889,2298
Ec-01_000290.1,EsuBft217_28a-00001,0.009948,0.06286,0.1582,2,97681,337,345,7,1,1,340,9855,1,344,344,100,100,1,345,345,0,677,1748
Ec-01_000310.1,EsuBft217_29a-00001,0.08046,0.1637,0.4915,9,88951,475,534,59,0,0,492,9213,221,754,827,65,65,33,566,571,0,813,2100
Ec-01_000320.1,EsuBft217_32a-00001,0.05649,0.1883,0.3,5,84643,237,280,33,3,10,240,8571,377,655,854,33,33,1,271,295,2.2299999999999997e-94,303,775
Ec-01_000330.1,EsuBft217_34a-00001,0.005837,0.1265,0.04614,1,98529,402,408,6,0,0,407,9975,344,751,751,54,54,1,408,408,0,841,2172
Ec-01_000340.1,EsuBft217_37a-00001,0.08327,0.1697,0.4906,9,83595,479,573,72,4,22,501,8743,1,568,571,99,99,1,556,566,0,823,2127
Ec-01_000360.1,EsuBft217_38a-00001,0.01478,0.1402,0.1054,2,89041,390,438,12,2,36,392,895,1,403,403,100,100,1,437,437,0,775,2002
Ec-01_000400.1,EsuBft1502_5a-00001,0.02238,0.1025,0.2184,4,95417,229,240,11,0,0,234,975,1,240,240,100,100,1,240,240,2.2600000000000002e-166,463,1191
Ec-01_000430.1,EsuBft674_3a-00001,0.0131,0.1159,0.113,2,9727,570,586,16,0,0,580,9898,1,586,586,100,100,1,586,586,0,1172,3033
Ec-01_000440.1,EsuBft674_4a-00001,0.04721,0.1426,0.3311,6,87391,603,690,60,5,27,618,8957,7,678,678,99,99,35,715,715,0,1023,2644
Ec-01_000450.1,EsuBft674_6a-00001,0.03212,0.1283,0.2504,4,96026,145,151,6,0,0,147,9735,69,219,219,69,69,8,158,158,4.7999999999999995e-105,301,771
Ec-01_000460.1,EsuBft674_7a-00001,0.02579,0.0964,0.2675,5,94784,527,556,28,1,1,537,9658,1,556,556,100,100,1,555,555,0,1004,2595
Ec-01_000500.1,EsuBft674_14a-00001,0.02305,0.08314,0.2772,5,94704,769,812,40,3,3,784,9655,1,811,811,100,100,1,810,810,0,1426,3692
Ec-01_000540.1,EsuBft674_12a-00001,0.04614,0.1389,0.3322,6,87626,1650,1883,79,11,154,1680,8922,1,1874,2117,89,89,1,1738,2070,0,2724,7061
Ec-01_000560.1,EsuBft674_11a-00001,0.0271,0.1033,0.2624,5,94452,698,739,40,1,1,714,9662,1,738,738,100,100,1,739,739,0,1183,3061
Ec-01_000570.1,EsuBft674_10a-00001,0.004322,0.09352,0.04621,1,9841,557,566,5,1,4,558,9859,1,566,566,100,100,1,562,562,0,1146,2964
Ec-01_000620.1,EsuBft1436_6a-00001,0.01407,0.1206,0.1166,2,97857,274,280,6,0,0,277,9893,1,280,286,98,98,1,280,317,0,547,1409
Ec-01_000630.1,EsuBft1312_2a-00001,0.04902,0.135,0.3632,7,89483,1021,1141,104,7,16,1059,9281,1,1134,1235,92,92,1,1132,1134,0,1740,4507
Ec-01_000640.1,EsuBft1312_3a-00001,0.02457,0.1109,0.2217,4,91984,918,998,48,4,32,931,9329,1,983,1017,97,97,1,981,1015,0,1649,4269
Ec-01_000660.1,EsuBft1312_8a-00001,0.03294,0.111,0.2966,5,83056,299,360,21,3,40,305,8472,242,577,577,58,58,1,344,344,1.59e-174,502,1292
Ec-01_000690.1,EsuBft640_11a-00001,0.03602,0.06348,0.5674,10,92736,383,413,30,0,0,395,9564,1,413,413,100,100,1,413,413,0,789,2037
Ec-01_000700.1,EsuBft640_10a-00001,0.0326,0.05892,0.5533,9,93281,236,253,16,1,1,242,9565,211,462,463,54,54,1,253,268,3.82e-173,491,1263
Ec-01_000740.1,EsuBft640_6a-00001,0.01454,0.1374,0.1059,2,95549,322,337,11,2,4,326,9674,10,342,342,97,97,246,582,582,0,663,1711
Ec-01_000760.1,EsuBft640_3a-00001,0.0121,0.08772,0.138,2,97233,492,506,13,1,1,502,9921,1,506,506,100,100,1,505,505,0,1019,2636
Ec-01_000780.1,EsuBft640_2a-00001,0.02132,0.1921,0.111,2,98148,583,594,9,1,2,586,9865,42,633,633,94,94,269,862,862,0,1183,3061
Ec-01_000790.1,EsuBft1738_6a-00001,0.09092,0.1703,0.5338,9,74806,962,1286,215,20,109,1023,7955,207,1420,1420,85,85,209,1457,1457,0,1473,3814
Ec-01_000800.1,EsuBft1738_5a-00001,0.02528,0.01988,1.272,10,95238,100,105,5,0,0,102,9714,1,105,105,100,100,1,105,105,7.36e-71,211,536
Ec-01_000810.1,EsuBft1738_4a-00001,0.005171,0.0582,0.08885,1,98905,271,274,3,0,0,272,9927,1,274,274,100,100,112,385,385,0,553,1426
Ec-01_000830.1,EsuBft1738_2a-00001,0.02408,0.1697,0.1419,2,94043,221,235,12,2,2,232,9872,1,233,233,100,100,1,235,235,5.029999999999999e-127,363,932
Ec-01_000840.1,EsuBft220_23a-00001,0.03585,0.1242,0.2886,5,91552,466,509,34,1,9,477,9371,20,519,519,96,96,55,563,563,0,931,2405
Ec-01_000850.1,EsuBft220_22a-00001,0.02688,0.122,0.2203,4,94725,413,436,23,0,0,426,9771,41,476,476,92,92,1,436,436,0,796,2056
Ec-01_000860.1,EsuBft220_21a-00001,0.02689,0.09622,0.2794,5,88946,346,389,22,3,21,352,9049,1,370,370,100,100,78,464,464,0,585,1507
Ec-01_000870.1,EsuBft220_20a-00001,0.03123,0.1411,0.2214,4,89164,288,323,28,2,7,298,9226,115,437,452,71,71,1,316,317,3.49e-174,495,1274
Ec-01_000890.1,EsuBft220_18a-00001,0.0369,0.09023,0.4089,8,86085,365,424,38,4,21,376,8868,1,403,403,100,100,1,424,424,0,685,1768
Ec-01_000920.1,EsuBft220_16a-00001,0.02249,0.107,0.2102,3,95726,224,234,9,1,1,229,9786,1,234,234,100,100,1,233,233,4.659999999999999e-162,451,1161
Ec-01_000970.1,EsuBft220_12a-00001,0.02882,0.1099,0.2622,5,94051,332,353,21,0,0,341,966,66,418,418,84,84,1,353,353,0,644,1661
Ec-01_000980.1,EsuBft220_11a-00001,0.01039,0.0963,0.1079,2,98137,316,322,6,0,0,317,9845,1,322,322,100,100,1,322,322,0,644,1661
Ec-01_001000.1,EsuBft220_9a-00001,0.02888,0.06563,0.44,8,90463,645,713,45,3,23,662,9285,1,711,758,94,94,1,692,693,0,1097,2837
Ec-01_001010.1,EsuBft220_8a-00001,0.04575,0.1069,0.4281,8,91228,260,285,25,0,0,267,9368,101,385,385,74,74,1,285,285,0,511,1317
Ec-01_001020.1,EsuBft220_7a-00001,0.03879,0.107,0.3624,7,81159,112,138,18,1,8,115,8333,174,311,334,41,41,1,130,153,5.9799999999999996e-36,132,331
Ec-01_001040.1,EsuBft220_5a-00001,0.04543,0.1442,0.315,6,86207,400,464,49,5,15,410,8836,239,696,696,66,66,4,458,458,0,610,1574
Ec-01_001070.1,EsuBft522_2a-00001,0.015,0.1647,0.09108,1,97354,184,189,5,0,0,185,9788,1,189,452,42,42,1,189,204,7.11e-129,375,964
Ec-01_001080.1,EsuBft522_3a-00001,0.03417,0.06176,0.5532,9,9308,686,737,50,1,1,702,9525,1,737,739,99,99,101,836,838,0,1376,3562
Ec-01_001090.1,EsuBft522_4a-00001,0.00818,0.06865,0.1192,2,97059,561,578,10,1,7,565,9775,1,578,578,100,100,1,571,571,0,1122,2903
Ec-01_001110.1,EsuBft522_6a-00001,0.01594,0.03996,0.3989,7,96788,452,467,15,0,0,457,9786,1,467,467,100,100,1,467,467,0,913,2359
Ec-01_001120.1,EsuBft522_7a-00001,0.02339,0.08331,0.2808,5,95085,445,468,23,0,0,455,9722,1,468,468,100,100,1,468,468,0,773,1997
Ec-01_001140.2,EsuBft522_9a-00001,0.06812,0.1296,0.5257,9,89206,876,982,90,4,16,904,9206,44,1018,1018,96,96,56,1028,1028,0,1646,4263
Ec-01_001150.1,EsuBft522_10a-00001,0.05248,0.0913,0.5748,10,90254,213,236,22,1,1,220,9322,1,236,238,99,99,1,235,237,7.500000000000001e-138,388,997
Ec-01_001160.1,EsuBft522_12a-00001,0.04084,0.3421,0.1194,2,100,68,68,0,0,0,68,100,183,250,279,24,24,7,74,81,1.05e-41,142,359
Ec-01_001180.1,EsuBft522_15a-00001,0.02053,0.1282,0.1601,3,94654,301,318,15,1,2,306,9623,1,318,318,100,100,1,316,316,0,526,1356
Ec-01_001190.1,EsuBft522_16a-00001,0.0148,0.1081,0.1369,2,96739,267,276,9,0,0,271,9819,1,276,276,100,100,1,276,276,0,534,1376
Ec-01_001210.1,EsuBft522_18a-00001,0.02783,0.09395,0.2963,5,90323,504,558,39,5,15,520,9319,59,614,614,91,91,1,545,545,0,867,2240
Ec-01_001230.1,EsuBft522_20a-00001,0.04769,0.1208,0.3948,7,90251,648,718,57,5,13,666,9276,1,711,711,100,100,1,712,712,0,1180,3053
Ec-01_001240.1,EsuBft522_21a-00001,0.07394,0.1273,0.5809,10,89817,441,491,48,1,2,458,9328,37,527,538,91,91,1,489,501,0,863,2231
Ec-01_001260.1,EsuBft522_23a-00001,0.09298,0.1845,0.504,9,90751,157,173,16,0,0,164,948,256,428,472,37,37,1,173,194,4.9300000000000006e-108,323,827
Ec-01_001270.1,EsuBft522_24a-00001,0.03049,0.07716,0.3951,7,93151,748,803,53,1,2,762,9489,43,845,845,95,95,1,801,801,0,1342,3473
Ec-01_001350.1,EsuBft1529_5a-00001,0.00711,0.0924,0.07695,1,98427,438,445,7,0,0,443,9955,1,445,445,100,100,1,445,445,0,872,2252
Ec-01_001370.1,EsuBft1529_4a-00001,0.01243,0.08444,0.1472,2,97183,276,284,8,0,0,281,9894,1,284,284,100,100,1,284,284,0,566,1459
Ec-01_001410.1,EsuBft1529_3a-00001,0.0276,0.06868,0.4019,7,93126,840,902,51,1,11,855,9479,1,891,891,100,100,1,902,902,0,1560,4039
Ec-01_001450.2,EsuBft1596_3a-00001,0.03535,0.1063,0.3324,6,96286,363,377,14,0,0,374,992,1,377,390,97,97,1,377,386,0,756,1952
Ec-01_001470.1,EsuBft1370_3a-00001,0.0327,0.1316,0.2485,4,91266,930,1019,72,7,17,948,9303,1,1016,1016,100,100,1,1005,1005,0,1497,3876
Ec-01_001490.1,EsuBft1370_6a-00001,0.1411,0.3596,0.3924,7,84049,137,163,18,7,8,143,8773,1,159,202,79,79,1,159,392,3.86e-67,215,547
Ec-01_001510.1,EsuBft1244_2a-00001,0.04233,0.078,0.5427,9,93333,98,105,7,0,0,99,9429,5,109,259,41,41,1,105,106,1.27e-62,196,498
Ec-01_001520.1,EsuBft1244_3a-00001,0.05748,0.07828,0.7343,10,90688,224,247,23,0,0,232,9393,1,247,253,98,98,1,247,352,2.58e-157,445,1145
Ec-01_001550.1,EsuBft56_23a-00001,0.04327,0.1191,0.3634,7,87191,1375,1577,142,11,60,1406,8916,409,1973,1973,100,79,460,1988,1988,0,2287,5926
Ec-01_001570.1,EsuBft56_22a-00001,0.03395,0.09566,0.3549,7,93307,697,747,50,0,0,714,9558,1,747,747,100,100,1,747,747,0,1302,3369
Ec-01_001600.1,EsuBft56_20a-00001,0.0156,0.0941,0.1658,3,96678,873,903,29,1,1,882,9767,1,903,903,100,100,60,961,961,0,1774,4595
Ec-01_001610.1,EsuBft56_19a-00001,0.02153,0.1054,0.2043,3,95509,319,334,15,0,0,324,9701,1,334,334,100,100,1,334,334,0,611,1575
Ec-01_001620.1,EsuBft56_18a-00001,0.02623,0.07335,0.3576,7,91468,536,586,46,2,4,552,942,1,582,595,98,98,1,586,598,0,905,2340
Ec-01_001630.1,EsuBft56_17a-00001,0.01152,0.1061,0.1086,2,94131,1267,1346,29,10,50,1275,9473,96,1435,1435,93,93,1,1302,1302,0,2505,6493
Ec-01_001660.1,EsuBft56_16a-00001,0.02664,0.09987,0.2668,5,87064,2147,2466,172,15,147,2199,8917,1,2395,7859,89,30,1,2390,8559,0,3257,8445
Ec-01_001680.1,EsuBft56_15a-00001,0.04549,0.135,0.3371,6,8943,533,596,53,4,10,545,9144,1,589,589,100,100,1,593,593,0,891,2302
Ec-01_001690.1,EsuBft56_14a-00001,0.02571,0.1108,0.232,4,95283,202,212,9,1,1,206,9717,1,212,220,96,96,1,211,226,1.4499999999999998e-143,404,1038
Ec-01_001700.1,EsuBft56_13a-00001,0.01358,0.1234,0.1101,2,97222,315,324,9,0,0,319,9846,83,406,421,77,77,1,324,328,0,641,1654
Ec-01_001710.1,EsuBft56_12a-00001,0.03191,0.1292,0.247,4,93853,1191,1269,72,4,6,1209,9527,1,1268,1276,99,99,1,1264,1265,0,2036,5274
Ec-01_001720.1,EsuBft56_11a-00001,0.02416,0.109,0.2216,4,94728,557,588,31,0,0,570,9694,1,588,588,100,100,1,588,588,0,1087,2811
Ec-01_001730.1,EsuBft56_10a-00001,0.04451,0.1203,0.37,7,90526,172,190,17,1,1,176,9263,1,189,189,100,100,1,190,190,1.77e-102,297,761
Ec-01_001740.1,EsuBft56_9a-00001,0.007752,0.1227,0.06316,1,9798,291,297,5,1,1,293,9865,1,297,297,100,100,1,296,296,0,598,1541
Ec-01_001750.1,EsuBft56_8a-00001,0.03366,0.1491,0.2258,4,91481,451,493,38,1,4,467,9473,1,493,499,99,99,1,489,522,0,875,2260
Ec-01_001860.1,EsuBft214_7a-00001,0.04072,0.1141,0.357,7,90898,769,846,70,5,7,791,935,1,842,844,99,99,1,843,845,0,1449,3751
Ec-01_001870.1,EsuBft648_2a-00001,0.03826,0.1457,0.2627,5,82599,375,454,12,3,67,380,837,1,405,433,94,94,1,436,444,0,734,1894
Ec-01_001880.1,EsuBft648_3a-00001,0.01624,0.05782,0.281,5,95941,260,271,9,1,2,265,9779,5,275,275,99,99,3,271,271,0,528,1359
Ec-01_001920.1,EsuBft648_6a-00001,0.04339,0.08798,0.4932,9,83198,614,738,79,10,45,633,8577,130,836,836,85,85,234,957,957,0,885,2288
Ec-01_001930.1,EsuBft648_7a-00001,0.2373,0.7325,0.324,6,80769,42,52,9,1,1,46,8846,5,55,74,69,69,156,207,303,1.7899999999999997e-19,84,206
Ec-01_001950.1,EsuBft648_8a-00001,0.01157,0.07973,0.1451,2,97857,274,280,6,0,0,277,9893,1,280,280,100,100,1,280,280,0,553,1425
Ec-01_001970.1,EsuBft648_10a-00001,0.05611,0.1408,0.3986,7,89958,430,478,48,0,0,453,9477,1,478,504,95,95,1,478,488,0,835,2156
Ec-01_001990.1,EsuBft648_11a-00001,0.02583,0.1208,0.2139,4,78532,428,545,24,3,93,439,8055,13,464,464,97,97,13,557,557,0,765,1976
Ec-01_002020.1,EsuBft1089_7a-00001,0.02322,0.1365,0.1701,3,94032,772,821,37,3,12,785,9562,1,809,809,100,100,1,821,821,0,1481,3833
Ec-01_002040.1,EsuBft1089_4a-00001,0.0167,0.08804,0.1897,3,96537,223,231,8,0,0,225,974,1,231,231,100,100,1,231,231,7.2e-158,438,1127
Ec-01_002050.1,EsuBft1089_3a-00001,0.0368,0.1089,0.338,6,91779,681,742,54,3,7,702,9461,1,741,741,100,100,1,736,736,0,1355,3506
Ec-01_002070.1,EsuBft1731_3a-00001,0.03068,0.07529,0.4075,8,94512,465,492,27,0,0,471,9573,1,492,511,96,96,1,492,511,0,822,2123
Ec-01_002080.1,EsuBft1731_4a-00001,0.02822,0.1327,0.2127,4,92887,222,239,13,1,4,226,9456,1,239,254,94,94,1,235,250,2.5500000000000003e-121,350,898
Ec-01_002090.1,EsuBft1731_5a-00001,0.02064,0.08878,0.2325,4,95213,358,376,16,1,2,365,9707,1,376,376,100,100,1,374,374,6.31e-168,478,1230
Ec-01_002100.1,EsuBft1731_6a-00001,0.01039,0.1384,0.07507,1,97297,252,259,7,0,0,255,9846,1,259,259,100,100,1,259,259,0,503,1295
Ec-01_002110.1,EsuBft1731_7a-00001,0.05176,0.1028,0.5035,9,84347,555,658,63,4,40,575,8739,1,620,675,92,92,1,656,712,0,950,2456
Ec-01_002130.1,EsuBft724_3a-00001,0.0116,0.07396,0.1569,2,975,234,240,6,0,0,236,9833,1,240,240,100,100,1,240,240,1.28e-169,471,1212
